"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g2978" 13367 9545 18817 12889 10470 5678 10568 12161 15255 6492
"g2979" 70 76 72 43 62 50 70 45 54 46
"g2980" 1 6 369 79 113 173 221 195 24 92
"g2981" 53052 31706 30395 25994 32836 15932 56224 37158 41431 38507
"g2982" 5616 2624 3140 1322 1546 1835 1502 1004 1787 1133
"g2983" 6773 5810 9789 3930 5573 4105 5515 3852 5555 5836
"g2984" 4038 6519 4290 3076 4659 3106 2586 1932 7635 5398
"g2985" 4276 3119 4920 1681 3799 2497 5739 2021 2301 3507
"g2986" 197 412 268 328 222 188 159 76 144 328
"g2987" 2533 2798 4771 1402 1997 1800 3352 2083 2196 2316
"g2988" 9471 3288 6926 5162 2920 3764 7323 3738 7957 8172
"g2989" 2834 1834 3139 1116 2362 2140 1809 327 2447 2058
"g2990" 16983 14016 16805 9682 16833 9307 13098 13161 23429 16479
"g2991" 83 74 183 29 129 111 23 20 64 66
"g2992" 2716 6381 7336 5158 5988 3710 6735 5179 6494 7431
"g2993" 811 386 449 380 326 113 241 602 261 278
"g2994" 11238 14972 11480 9035 10667 8074 12225 7528 10314 11706
"g2995" 201 219 388 170 310 218 217 128 225 218
"g2996" 15 44 62 23 5 5 9 60 39 22
"g2997" 1421 1012 1602 1092 766 1287 1268 815 1280 807
"g2998" 175 240 180 107 161 71 190 94 355 179
"g2999" 0 152 22 7 6 39 17 1 0 33
"g3000" 162 33 205 17 90 82 76 76 151 162
"g3001" 5623 3931 8050 2698 3612 2471 3712 3105 3864 3666
"g3002" 1858 1879 2194 1491 1409 1204 1594 879 1935 598
"g3003" 1024 578 690 493 189 312 584 598 860 600
"g3004" 939 974 937 361 782 807 1090 579 419 336
"g3005" 31 86 57 29 187 38 23 70 10 94
"g3006" 1188 360 637 590 238 555 1018 310 730 125
"g3007" 11042 1635 8672 4899 320 2295 23979 116 6845 4650
"g3008" 2172 2263 2280 1012 2130 1210 1954 1080 1335 1558
"g3009" 44111 26598 24391 24141 32245 26821 18757 20251 48933 13791
"g3010" 684 629 902 642 807 418 509 353 441 487
"g3011" 246 402 379 222 178 143 35 212 330 438
"g3012" 39 54 54 36 39 28 38 26 36 35
"g3013" 255 382 104 44 0 17 0 2 39 0
"g3014" 135 134 153 104 95 75 107 85 106 94
"g3015" 173 65 40 94 3 48 111 31 86 91
"g3016" 56502 11216 23421 16531 25014 10615 16288 10306 55707 14861
"g3017" 43491 40996 34237 23458 23406 24490 21033 17946 29919 24729
"g3018" 2399 2535 1933 2381 1988 1599 2283 1977 3244 1809
"g3019" 59 27 81 42 59 25 7 30 42 8
"g3020" 2566 3363 4055 2164 1367 2494 2614 2905 4255 3180
"g3021" 11 4 15 8 12 12 11 9 15 10
"g3022" 13127 9700 14677 9741 10818 8195 12805 8706 12810 6821
"g3023" 5152 3305 4052 3240 3399 1492 2833 4463 1970 2892
"g3024" 191 3789 405 176 13398 3642 62 8 2537 1086
"g3025" 11 4 0 0 6 1 4 4 11 24
"g3026" 531 1134 833 630 753 683 485 715 529 232
"g3027" 1275 892 3835 2410 1417 476 2190 1481 2778 1587
"g3028" 4669 4455 1892 1504 3836 4864 2344 2349 5127 1850
"g3029" 356 70 252 604 72 213 411 102 555 843
"g3030" 3377 2377 2044 1584 2903 1324 3104 2028 1942 1553
"g3031" 426 218 1428 551 304 397 625 848 903 456
"g3032" 12926 7634 10856 7569 6930 3717 4828 6446 8822 9384
"g3033" 511 1760 1042 902 1028 682 2707 1628 1168 1202
"g3034" 231 92 484 2 182 16 35 54 92 5
"g3035" 11445 2139 26761 3193 4831 11527 9277 19319 15877 11299
"g3036" 737 983 204 400 430 133 369 268 210 617
"g3037" 2974 2425 1010 852 1581 761 1763 1519 678 2074
"g3038" 43806 37240 25039 23753 27061 19721 18787 27109 34795 14470
"g3039" 886 359 498 443 813 450 927 358 499 473
"g3040" 18932 15909 17551 13835 10677 11237 13994 13704 13942 12991
"g3041" 160 137 172 90 129 134 263 73 116 129
"g3042" 83 69 76 49 51 47 70 44 64 56
"g3043" 36730 40959 52290 23702 17122 26622 24169 30175 27094 41340
"g3044" 671 1742 2389 1725 2461 1043 1703 1362 2574 1022
"g3045" 35744 14497 10957 3961 8158 9839 27597 8115 20824 10261
"g3046" 1646 402 559 492 626 286 340 879 362 233
"g3047" 4947 2938 4548 2635 4146 3036 3941 4276 6414 5641
"g3048" 200 190 129 85 241 208 231 163 105 265
"g3049" 573 726 614 358 925 379 762 479 393 557
"g3050" 386 485 446 215 913 242 532 458 497 431
"g3051" 9869 10938 12521 7756 8369 11297 8146 7594 10106 6274
"g3052" 104 981 293 601 495 408 827 419 411 253
"g3053" 9824 12458 1607 3796 9227 7826 3887 8995 6783 2207
"g3054" 0 18 18 18 2 4 4 1 3 2
"g3055" 4841 1657 11960 3967 3972 3354 1947 4407 1479 2428
"g3056" 2015 1037 848 760 1456 626 613 841 1573 1230
"g3057" 3256 2195 4964 4624 4064 3678 6539 4157 4000 2320
"g3058" 6624 8376 9723 6763 7273 6538 4808 7297 8006 6119
"g3059" 684 426 599 418 531 521 831 457 254 305
"g3060" 75 334 233 51 169 120 163 90 356 72
"g3061" 74 46 57 148 296 172 20 29 68 89
"g3062" 1464 4 837 1136 0 66 209 2 29 231
"g3063" 2163 1465 1655 1396 970 1952 893 1146 1286 1399
"g3064" 1168 1433 1315 1825 1053 669 1016 1766 1475 1473
"g3065" 192 39 48 303 235 0 25 4 28 0
"g3066" 5366 6840 7497 3874 2619 3757 5570 4725 7963 6072
"g3067" 368 183 735 223 298 184 272 151 494 264
"g3068" 2997 3736 4112 1557 2151 1724 2819 1507 2383 2292
"g3069" 48201 66641 28809 16793 27926 37118 41597 27740 25084 23192
"g3070" 4045 5560 8075 1282 3826 5221 3145 2740 4811 2591
"g3071" 3588 6909 1869 954 6310 5385 2289 2472 4775 3319
"g3072" 0 36 0 0 0 457 0 0 0 9
"g3073" 3134 7152 3346 2691 6687 8142 3336 5325 2629 2812
"g3074" 698 135 617 249 139 163 289 71 188 200
"g3075" 198 96 82 73 104 29 114 83 66 106
"g3076" 35509 33780 83764 19858 86607 15217 41353 10257 37334 26618
"g3077" 12 79 33 2 7 1 82 24 1 1
"g3078" 871 174 1502 416 334 171 254 583 287 150
"g3079" 24454 23333 16805 15698 7393 14985 21661 8649 12304 22680
"g3080" 52338 47492 129537 37082 59172 42421 55172 62077 53832 45028
"g3081" 2630 1499 1455 3148 2176 1710 1455 2236 2294 933
"g3082" 3525 1716 4058 1509 3176 2254 3651 1967 2067 4438
"g3083" 21325 7250 6786 3892 10431 6567 1615 3048 3915 10834
"g3084" 15 28 16 65 16 1 119 39 104 28
"g3085" 11 97 37 43 0 101 147 64 2 7
"g3086" 284 395 296 192 273 330 442 83 95 202
"g3087" 5707 4050 5153 4625 12108 5704 7649 4003 5278 3214
"g3088" 192 177 205 88 73 112 95 95 32 105
"g3089" 9551 7896 7609 9391 10324 7675 9991 5581 8584 9956
"g3090" 15651 13697 11300 13560 10248 5463 9056 10863 13663 12112
"g3091" 28 45 8 33 57 12 19 16 3 9
"g3092" 4523 7411 2312 7255 3036 6160 2560 1213 2307 1018
"g3093" 181 8 214 375 6 16 24 101 387 10
"g3094" 1568 2065 2350 2000 1135 1628 2486 1245 2359 2326
"g3095" 5073 3371 3209 2760 2039 3061 4342 3574 3629 3249
"g3096" 95 81 24 128 23 35 52 72 107 48
"g3097" 1065 340 781 705 160 131 209 423 373 764
"g3098" 1425 2867 1914 907 1099 1035 1344 1389 1574 862
"g3099" 498 206 505 281 524 484 271 116 464 223
"g3100" 9390 5413 9942 12284 7116 6434 10306 4660 6458 7938
"g3101" 36 29 23 26 17 18 20 21 24 32
"g3102" 2278 1475 1517 1235 665 1993 1537 1315 1501 1475
"g3103" 103 194 95 74 2 22 25 56 128 2
"g3104" 267 114 306 381 151 132 131 400 184 195
"g3105" 18906 18909 74897 21059 29378 10575 10487 29966 9509 7748
"g3106" 63798 47378 48025 24587 66136 46098 61569 32597 41611 42886
"g3107" 46122 21408 46814 44456 35472 57039 44886 18659 38917 36980
"g3108" 1106 808 1119 1501 1161 1426 1291 1090 892 937
"g3109" 2149 3352 897 861 573 438 1729 1729 2015 1056
"g3110" 7061 10056 9013 5765 4557 4549 7575 5855 13301 9214
"g3111" 15076 431 15471 18501 1947 4980 8688 13913 23149 8683
"g3112" 1612 1635 578 627 1851 1611 1609 1797 1524 1098
"g3113" 562 224 161 617 786 114 17 207 38 47
"g3114" 1288 493 819 583 446 594 593 336 685 1290
"g3115" 1447 2097 3744 976 1377 1994 2349 1935 2305 1528
"g3116" 2090 1233 1622 1226 1184 1207 1400 1186 1877 2014
"g3117" 14 25 28 16 35 24 27 35 34 20
"g3118" 4205 2920 4771 4385 4134 2725 6986 2422 2408 3145
"g3119" 649 793 344 414 658 352 121 259 398 180
"g3120" 13472 12411 9796 10841 16930 10736 8797 6955 9311 17290
"g3121" 894 610 1657 1300 536 696 1407 1093 1328 984
"g3122" 80 329 584 90 337 7 68 364 378 502
"g3123" 8497 5237 11058 6059 6173 4643 5911 6106 5759 6691
"g3124" 9 0 16 2 0 0 0 27 0 18
"g3125" 1345 1939 1434 845 322 1759 906 2302 1096 1950
"g3126" 12189 4394 10706 371 7494 3807 6126 1693 7215 7325
"g3127" 16529 5828 13166 6425 6515 6423 5552 5556 9694 5665
"g3128" 691 718 984 871 1819 1326 1784 622 1145 400
"g3129" 13964 7054 9250 9665 8733 3461 8345 4377 7645 8044
"g3130" 22248 19192 10277 9811 36060 21599 17562 21804 21000 7420
"g3131" 441 334 333 257 377 98 581 200 149 540
"g3132" 20 110 76 7 33 8 22 15 28 10
"g3133" 1679 979 1861 722 1113 894 1172 818 1331 754
"g3134" 174 7 39 607 23 152 112 3 0 718
"g3135" 10456 8165 13518 3999 6979 7199 5000 9126 10085 13713
"g3136" 127 41 56 29 36 18 26 23 40 24
"g3137" 6445 11666 9239 6459 6904 6505 6411 10902 12052 9655
"g3138" 3682 2917 8812 2602 3516 1984 1684 801 2194 1598
"g3139" 26351 17435 18639 13953 22504 15291 26292 19383 11195 10751
"g3140" 81816 50840 54016 47449 64820 58539 76796 39135 68909 46418
"g3141" 73 89 79 74 43 44 55 27 38 59
"g3142" 1788 1102 2502 815 773 1262 898 740 1497 1058
"g3143" 649 806 1015 416 572 470 282 237 511 233
"g3144" 14421 13272 11313 11126 9094 10661 12914 7088 13751 8864
"g3145" 132 850 4206 1260 427 2356 13 395 3414 905
"g3146" 123 368 409 44 441 65 99 176 27 314
"g3147" 2366 1523 2265 2063 1128 1617 1629 2554 2113 2168
"g3148" 12336 9220 11950 12646 7950 7143 10248 7355 13279 12817
"g3149" 985 693 210 132 269 1974 799 120 929 499
"g3150" 14010 14802 19706 10620 11286 11274 14496 10405 14931 11269
"g3151" 3902 4774 2752 218 2066 910 11113 4964 3507 6627
"g3152" 14874 10336 11490 15589 8032 7750 7936 6235 25677 12568
"g3153" 40459 12022 12935 3392 6732 7868 5563 5729 2397 14499
"g3154" 3413 7732 6769 3718 4976 5109 2831 6542 7315 3607
"g3155" 69 100 132 50 50 21 70 33 102 64
"g3156" 114 82 82 81 309 0 56 64 0 223
"g3157" 0 31 70 323 68 125 326 18 153 1
"g3158" 36962 32088 39415 37252 34722 22599 32437 18021 29804 26262
"g3159" 267 12 154 105 156 82 29 8 124 34
"g3160" 79 82 40 50 32 41 38 8 46 26
"g3161" 13557 8270 8958 6982 8850 6106 7519 4894 6862 7583
"g3162" 1638 1402 6503 1516 4598 1150 4721 2259 2664 3062
"g3163" 15382 17772 13868 12965 13397 3741 3752 7738 10657 17134
"g3164" 20832 12848 14079 4155 7831 3999 8059 6624 8181 11430
"g3165" 4159 3887 6136 2833 2349 2387 3092 1989 4689 3954
"g3166" 2713 1996 2422 1521 1560 1490 2090 1588 2406 1563
"g3167" 1293 1196 1464 659 1205 539 675 437 626 839
"g3168" 68986 40396 54217 35125 55904 30352 35676 50384 99227 29234
"g3169" 197 59 148 88 187 108 100 210 59 59
"g3170" 36913 32455 37546 24938 25530 24852 35337 19730 28758 17389
"g3171" 71 10 17 15 56 21 126 40 26 8
"g3172" 4614 5168 5153 1348 5935 1015 4263 2169 3309 1819
"g3173" 20222 18515 15049 22110 20826 13272 13250 11505 19501 28548
"g3174" 1256 542 941 1100 1907 1601 942 943 1030 1063
"g3175" 169 0 208 60 85 460 5 278 11 467
"g3176" 19 16 21 24 15 13 14 10 23 16
"g3177" 215 262 291 148 300 96 417 225 249 430
"g3178" 1005 749 1367 202 1029 459 19 268 1553 0
"g3179" 409 184 356 149 125 104 185 341 250 118
"g3180" 74 46 53 20 159 10 63 21 5 9
"g3181" 29500 29036 35364 23894 23157 22986 26980 19533 33923 20766
"g3182" 13524 14647 7984 10694 13550 7270 13861 7995 4555 8024
"g3183" 35885 29556 37275 24182 30959 26365 34424 20954 26466 22830
"g3184" 180 230 157 204 166 55 72 131 257 34
"g3185" 612 374 589 241 768 232 580 127 367 235
"g3186" 1879 1566 2122 1566 1452 1277 976 548 672 914
"g3187" 1207 2100 1635 1001 790 1134 1384 439 735 1245
"g3188" 4724 2989 4759 6756 4210 2427 8977 3969 7812 5286
"g3189" 74 26 95 59 103 108 130 114 164 299
"g3190" 33414 14983 32771 19569 8436 11545 20393 31520 24252 6779
"g3191" 11080 19698 10639 7897 9097 9716 9009 14198 4132 13616
"g3192" 2684 5219 3072 2552 1143 933 1709 5358 1144 4125
"g3193" 37943 29519 34038 20719 26706 28568 28837 18859 32890 21007
"g3194" 5410 4261 6521 3350 5912 973 5059 6026 2750 3051
"g3195" 64 58 142 85 49 38 50 48 69 76
"g3196" 10852 13907 14340 12519 9310 6752 12088 11324 8543 9859
"g3197" 3541 4103 3801 4317 3992 5023 8445 3785 3032 3090
"g3198" 45354 22962 53323 30933 26557 18756 30345 14324 22920 24180
"g3199" 94 55 186 0 0 870 615 0 53 0
"g3200" 1264 854 145 207 5155 205 164 1134 52 840
"g3201" 8599 12688 18332 8717 10227 8054 17031 5082 16784 11793
"g3202" 1197 17418 7546 22664 14930 9358 517 145 27146 636
"g3203" 7120 8272 6557 3823 6004 3755 8048 2460 10938 4952
"g3204" 39 126 24 24 270 5 34 37 11 0
"g3205" 11487 2499 9517 3666 3169 7067 7850 5066 7043 3747
"g3206" 8936 4574 4101 2566 4000 4037 5737 3988 4028 6026
"g3207" 216 169 256 47 163 219 106 30 62 3
"g3208" 5541 6974 6130 4063 4830 2765 5377 3531 5508 4581
"g3209" 2169 1867 2417 1193 1064 1286 877 833 1381 829
"g3210" 909 673 1066 766 952 388 409 434 413 500
"g3211" 5889 23717 19968 8884 9726 5768 6363 11695 2737 5177
"g3212" 28439 30852 37290 20455 29111 21403 27907 14757 30783 21027
"g3213" 73766 44006 55045 60188 74493 45061 51402 45366 42696 40517
"g3214" 1817 1315 1269 536 1077 746 2558 1111 1103 2489
"g3215" 871 17438 9773 8806 4128 4538 229 1889 377 9549
"g3216" 17056 5716 11636 6977 4499 5098 3523 3346 7322 5931
"g3217" 361 373 328 318 321 298 370 300 650 441
"g3218" 4525 6419 3906 3923 5860 3406 5354 4402 2493 4846
"g3219" 7144 4442 3930 3442 3038 1840 2859 2268 3973 4542
"g3220" 476 267 364 292 285 222 141 49 262 156
"g3221" 3425 5091 4065 2925 3024 1495 2303 2090 4432 3971
"g3222" 21331 29127 26972 15333 21213 12053 23573 14343 28280 18511
"g3223" 1722 2865 4844 3675 2690 2815 989 2302 3446 1683
"g3224" 15084 9584 18298 10451 9358 8047 11637 8911 11538 9145
"g3225" 4725 3364 9785 147 424 5700 13804 4962 9254 19481
"g3226" 845 741 104 553 989 347 772 311 302 1072
"g3227" 899 847 1119 560 1128 562 534 472 923 483
"g3228" 156411 50151 93520 156293 52793 45604 110601 86803 56022 52528
"g3229" 203 72 291 58 205 380 422 102 452 141
"g3230" 1166 677 1002 405 696 608 895 558 1055 792
"g3231" 2977 2830 3059 1119 2684 2788 2534 1788 4590 2892
"g3232" 380 235 798 585 255 403 461 458 344 802
"g3233" 63083 78590 154553 103493 78536 73358 57843 34734 76276 77929
"g3234" 384 923 318 352 140 643 230 111 142 306
"g3235" 22454 25660 28124 16985 27474 16986 28650 15565 22067 21804
"g3236" 78 226 362 121 778 325 126 469 43 380
"g3237" 941 1446 1941 1345 1523 327 1057 1849 1242 639
"g3238" 69 84 331 263 297 262 423 173 175 319
"g3239" 3948 2351 4309 2188 4028 1809 2836 2329 4345 2369
"g3240" 377 625 622 464 235 237 377 321 363 400
"g3241" 956 591 724 526 499 515 623 594 932 484
"g3242" 1540 211 958 597 2470 375 672 1197 227 457
"g3243" 185 27 32 19 35 8 58 4 4 119
"g3244" 5579 6140 8853 2819 8194 4254 6323 3790 3417 3535
"g3245" 7019 4047 7278 4987 3886 3648 6283 3626 4432 4548
"g3246" 1036 551 1139 934 710 374 1017 933 1018 648
"g3247" 46 182 235 19 98 95 144 75 151 56
"g3248" 1108 512 1212 1055 970 741 906 525 794 625
"g3249" 1 73 33 0 1 11 1 20 11 7
"g3250" 13999 11991 10818 5859 8884 5611 7920 5007 6980 4803
"g3251" 4386 1287 1866 1274 1131 1356 2063 1683 2002 1800
"g3252" 20397 10260 9880 10107 4398 8989 18174 7060 5151 4287
"g3253" 1602 138 1139 837 32 231 109 1655 567 1502
"g3254" 1818 1592 2939 481 698 642 643 67 517 2919
"g3255" 213 1704 3560 2180 700 3031 554 1853 2929 529
"g3256" 7014 3437 8803 5461 6281 6399 8060 2972 2045 4134
"g3257" 2234 1438 1552 1170 1519 680 2095 916 1984 969
"g3258" 1098 1491 692 2112 605 803 1992 2146 340 365
"g3259" 414 429 337 508 293 555 495 373 306 145
"g3260" 1608 2284 4106 2323 3518 926 3852 1345 3933 639
"g3261" 2618 4346 1976 2529 1572 1813 1873 1337 2781 2423
"g3262" 513 539 853 188 891 221 454 543 953 557
"g3263" 5091 11261 18309 15034 9060 9123 24939 9391 12744 16156
"g3264" 3536 6432 8310 6075 11958 2951 5964 4333 4316 2700
"g3265" 230 115 798 451 51 3 145 113 253 60
"g3266" 26 5 0 132 35 56 6 22 74 60
"g3267" 1417 897 1067 987 1110 514 1063 542 890 707
"g3268" 6632 5257 6465 3707 4012 2384 3866 1932 10401 6390
"g3269" 50414 24461 33321 28155 25562 15965 35578 33397 34076 22753
"g3270" 1222 3734 230 1248 852 4643 1093 832 1767 433
"g3271" 21242 5721 9289 36523 39788 21926 22875 15624 24775 7319
"g3272" 207 113 388 210 122 211 399 158 321 387
"g3273" 29 37 346 85 91 72 185 128 148 20
"g3274" 11770 12045 12302 3262 6766 8481 23474 4916 32671 17095
"g3275" 11566 10626 8607 4018 7487 4217 7185 7292 7752 6760
"g3276" 26814 19219 32217 14522 14650 13168 19771 16069 33047 13399
"g3277" 2038 7373 13177 2748 8704 2318 3583 4119 4196 3661
"g3278" 9973 7124 8557 5276 7477 9825 10347 8140 9267 8506
"g3279" 24208 11548 11749 14301 10625 19134 31305 8295 30108 6553
"g3280" 3379 6762 8126 3592 4606 4085 5103 3365 6514 2938
"g3281" 2577 9873 11333 3107 3464 3491 4761 8489 5516 8246
"g3282" 818 9 188 22 317 183 84 22 10 92
"g3283" 630 483 677 764 394 141 541 461 416 269
"g3284" 3527 2370 5502 3075 2037 1828 2905 3003 1883 1255
"g3285" 266 191 214 142 225 328 651 276 278 113
"g3286" 5653 4208 4092 2267 4343 2189 2749 3249 3688 3056
"g3287" 17160 14732 25041 10815 11745 8879 7560 4642 11760 11615
"g3288" 127 45 158 49 111 63 77 51 206 171
"g3289" 2766 6007 10531 2450 2316 7824 4549 3456 1747 8350
"g3290" 1515 859 3668 1218 1414 921 941 483 2070 1127
"g3291" 2209 4027 5293 2064 3332 2369 3403 3773 1235 4319
"g3292" 85 34 70 11 48 22 40 45 31 91
"g3293" 20407 24032 24723 10017 16718 10842 20615 10411 22616 15986
"g3294" 97 372 120 117 320 84 635 185 371 490
"g3295" 637 509 868 445 613 501 362 477 118 609
"g3296" 14623 4098 10919 11976 8490 5247 10500 5454 9186 4648
"g3297" 758 250 776 448 458 447 548 352 368 221
"g3298" 1140 350 889 235 931 398 765 221 827 839
"g3299" 3417 8508 6527 4147 5352 3657 6865 3239 4973 4730
"g3300" 662 883 872 108 898 330 1229 267 516 398
"g3301" 10633 3012 7646 1922 5438 5184 6865 2870 4877 7243
"g3302" 16590 10576 14376 9234 12093 5657 8836 11654 6686 9305
"g3303" 67964 49265 45518 36031 37044 32189 45377 46195 64691 25699
"g3304" 44 5 528 1237 129 62 1989 148 568 9
"g3305" 15930 17119 19322 10898 16207 12516 11758 8651 16915 15843
"g3306" 20910 19291 25640 13482 13652 13568 19694 15202 20090 18225
"g3307" 20 26 31 19 20 8 21 20 40 18
"g3308" 155775 90059 75999 121028 98017 83222 114928 167630 92160 73741
"g3309" 134 97 197 114 82 59 118 119 107 175
"g3310" 1349 1083 861 1444 2257 1841 2492 1279 1426 1090
"g3311" 15976 15461 19680 7067 10662 10303 11566 11142 18336 11657
"g3312" 81297 70019 90406 48052 46076 27717 71426 36304 60841 45950
"g3313" 40 15 13 3 11 0 6 13 21 12
"g3314" 160 65 152 90 89 74 131 88 109 52
"g3315" 125 117 29 3 69 28 98 57 111 97
"g3316" 107783 77238 86591 52305 56311 65502 76958 48282 65431 68593
"g3317" 1805 1396 1581 850 1286 640 1695 1184 1163 1676
"g3318" 5595 6922 8071 4230 3112 3032 3574 3183 2557 1736
"g3319" 282 201 310 270 222 183 307 249 520 225
"g3320" 223 1188 806 2116 1404 642 962 958 1726 278
"g3321" 14465 8640 9226 8624 4122 5720 6365 9667 11491 9179
"g3322" 5817 5454 5259 3113 6759 5273 5687 5417 5984 4679
"g3323" 212 178 245 98 211 92 191 48 136 112
"g3324" 13207 5633 14463 5530 7493 5047 6447 4952 7384 8770
"g3325" 7909 463 2257 958 1047 897 359 2781 1554 336
"g3326" 7980 5528 5922 3363 4771 3958 5090 3945 3439 3743
"g3327" 2938 2760 5606 1777 4543 1464 1449 2534 1754 3684
"g3328" 45452 23546 41252 18384 24760 24307 21417 20867 21886 29086
"g3329" 1520 1025 566 1138 1137 699 1198 912 548 592
"g3330" 74 68 234 34 115 78 28 63 79 27
"g3331" 522 643 1139 1308 513 323 470 354 682 829
"g3332" 17526 11859 15540 5464 7075 8270 8573 9199 12923 7260
"g3333" 3898 2276 3628 3423 2221 1644 3007 1717 2602 2366
"g3334" 16480 19615 19271 12476 10897 11845 6433 12007 13956 5269
"g3335" 1977 2414 2263 1501 1490 1052 2366 932 1027 1147
"g3336" 1189 1544 1873 1762 883 653 491 953 860 1630
"g3337" 23 93 114 11 9 101 2 35 76 37
"g3338" 1 0 0 2 3 20 2 4 0 4
"g3339" 173 160 194 95 139 181 77 122 103 37
"g3340" 285 160 63 227 98 387 45 139 173 180
"g3341" 73519 20575 39186 56538 20489 54029 23023 59146 46462 34865
"g3342" 11 71 44 59 104 52 152 91 185 71
"g3343" 1832 1752 2672 341 2148 747 653 1283 1252 1839
"g3344" 6 18 72 22 8 12 23 23 17 49
"g3345" 7331 10324 11526 9612 11204 7329 12219 9146 8963 13690
"g3346" 8404 8905 9622 6146 3075 1183 1316 1178 3569 706
"g3347" 84829 49238 33275 45119 77759 19131 47373 27596 72125 27958
"g3348" 54 66 35 23 18 39 58 23 53 36
"g3349" 13961 14520 17151 14043 10675 8379 12130 10487 11454 9347
"g3350" 115 72 142 81 195 51 48 115 115 70
"g3351" 9253 6724 7042 4199 5420 3268 6933 4400 8429 6189
"g3352" 110 51 236 88 29 41 181 24 47 48
"g3353" 250 175 304 138 217 144 361 193 185 171
"g3354" 26199 26260 31442 13371 14212 23317 16740 14270 12477 20405
"g3355" 2366 5936 3207 1972 3407 1748 2983 1802 3387 2017
"g3356" 12 27 35 146 6 15 103 5 5 9
"g3357" 5771 5051 7713 4096 5141 2683 2894 5468 5800 2016
"g3358" 4800 2666 5840 5524 5824 3530 2404 968 9811 2689
"g3359" 2316 1226 3593 540 24 2635 351 268 364 84
"g3360" 17409 13786 4137 7013 5219 12304 11747 5346 8650 4897
"g3361" 0 7 57 22 0 20 1 11 5 12
"g3362" 250 319 255 7 144 181 112 2 13 255
"g3363" 214 511 1322 81 1994 415 152 34 219 1215
"g3364" 235 356 568 235 201 267 299 157 314 189
"g3365" 9101 3366 2257 1660 2954 2015 3546 1913 2389 1453
"g3366" 4295 5129 4764 3312 4394 2889 3658 3676 2949 3767
"g3367" 20207 17698 8550 11115 20751 4321 13783 12070 11171 11668
"g3368" 262 16 0 9 0 47 4 21 0 9
"g3369" 3380 2629 2997 2004 1910 2781 1797 2274 4030 1152
"g3370" 1456 571 448 190 1564 754 480 740 970 795
"g3371" 9400 6662 3789 4287 4486 3276 5235 3628 5477 5470
"g3372" 10 31 108 2 67 122 153 49 17 35
"g3373" 142 410 48 35 63 72 182 112 56 126
"g3374" 19570 12620 17442 12425 18033 17883 17998 13993 11712 18858
"g3375" 698 558 497 556 466 574 387 394 741 636
"g3376" 165 188 224 368 281 235 236 207 203 718
"g3377" 3506 2621 3201 1881 1578 1389 2610 1584 2214 1484
"g3378" 87 47 48 51 49 52 84 51 82 73
"g3379" 3567 6250 3395 3834 4211 2462 4486 4223 3839 5499
"g3380" 528 339 125 256 256 28 213 26 183 54
"g3381" 33151 13442 12087 16052 14234 17437 16142 14062 53486 10320
"g3382" 12 48 400 7 507 351 37 1 195 0
"g3383" 0 368 287 19 20 342 3 139 54 0
"g3384" 980 832 534 375 241 328 222 171 467 315
"g3385" 4884 5997 4920 3147 4478 4418 4916 5184 1695 1274
"g3386" 44149 55782 46846 31972 68705 27932 21829 37964 37187 33915
"g3387" 356 327 348 165 383 205 290 377 201 422
"g3388" 17377 25070 28324 16488 16427 16910 19014 16644 23581 20906
"g3389" 278 231 235 144 99 139 176 87 194 91
"g3390" 1403 478 1194 767 572 290 278 168 471 380
"g3391" 340 308 234 158 190 88 288 209 193 219
"g3392" 28016 32090 17202 13650 44042 23371 35661 9464 32978 24209
"g3393" 9925 8607 9425 4880 8633 3350 7074 4116 7667 3945
"g3394" 1414 766 1044 907 824 662 759 765 723 417
"g3395" 19619 23429 16264 13998 15810 17290 16478 8241 13953 14815
"g3396" 12618 15801 15629 9842 6862 9513 11555 5336 12936 10508
"g3397" 47322 27358 64644 109362 45504 54018 45043 41862 34498 30668
"g3398" 64755 22414 34156 45251 55997 20890 17299 16735 39935 50201
"g3399" 877 440 465 435 365 177 639 351 914 290
"g3400" 183 23 93 113 5 146 206 66 169 39
"g3401" 98 48 193 14 98 60 114 368 79 1034
"g3402" 46 14 30 15 38 19 37 9 12 15
"g3403" 4059 2719 1697 2425 2370 1482 2995 2858 1503 1658
"g3404" 203 237 174 65 94 180 182 454 652 221
"g3405" 24 178 53 85 28 26 34 157 26 41
"g3406" 54 86 104 29 109 55 45 57 73 54
"g3407" 8035 4406 9017 13484 21014 12237 1169 1143 3452 6356
"g3408" 861 709 942 689 1078 703 608 914 657 701
"g3409" 1047 779 60 167 256 498 222 237 765 585
"g3410" 184 69 61 35 160 46 73 156 67 16
"g3411" 16918 14727 18164 9629 21467 9521 13680 13773 13844 10146
"g3412" 2290 1501 1852 1563 1095 355 2491 1642 1489 1105
"g3413" 478 437 840 456 514 308 842 553 556 380
"g3414" 157 96 152 142 422 67 221 89 209 134
"g3415" 20 17 17 15 22 10 22 10 16 15
"g3416" 4627 1548 6316 5545 5850 4858 1823 3818 6398 5172
"g3417" 3041 2904 4620 2687 3004 2510 1580 3042 2696 3417
"g3418" 16721 7891 15565 9364 8789 4340 8856 3446 8697 5270
"g3419" 25 20 38 35 14 23 9 43 33 67
