"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g2916" 10960 12600 5501 22455 7257 18834 20051 5729 8727 8426
"g2917" 1201 1624 1660 1353 1027 2256 1326 1193 1020 826
"g2918" 206 352 547 375 1549 648 1269 634 447 285
"g2919" 13377 7920 3984 5697 7821 8152 9299 8706 10566 6246
"g2920" 39845 46435 56057 54061 27077 75596 14495 18217 77798 25454
"g2921" 2009 443 1010 1920 453 1193 750 451 861 475
"g2922" 157 204 60 308 354 674 91 89 705 46
"g2923" 844 4797 5522 1652 2817 6697 2992 5694 5835 3749
"g2924" 16900 18828 26614 15875 16528 21681 12580 10418 23197 11335
"g2925" 0 55 470 144 0 71 231 16 168 359
"g2926" 87 264 104 80 34 107 60 217 55 151
"g2927" 1046 1845 624 1651 394 1125 958 516 1433 676
"g2928" 8497 14904 5396 8161 4557 10861 6424 3303 8953 4979
"g2929" 55999 31386 26248 34104 23928 42722 53475 29378 101551 70341
"g2930" 125 108 117 142 66 57 118 90 70 100
"g2931" 84 66 109 56 24 37 83 53 57 32
"g2932" 25 42 22 36 12 37 34 13 21 31
"g2933" 14632 12464 14015 9283 10426 13707 13448 10219 15990 8352
"g2934" 498 156 180 213 221 128 374 181 158 42
"g2935" 10556 10704 5258 11987 8014 12513 9219 8483 12982 6480
"g2936" 18065 4942 7957 19573 9781 11761 9757 5001 9491 3386
"g2937" 12075 11888 8695 7069 6053 9717 5249 6047 3996 8570
"g2938" 12962 20603 23428 22007 10506 10750 8235 10088 6260 9646
"g2939" 5506 3561 3998 5815 5158 2843 6753 4617 3512 2050
"g2940" 449 396 507 400 162 137 19 67 286 147
"g2941" 36 28 30 64 29 69 34 2 39 0
"g2942" 399 582 255 513 234 607 949 262 517 322
"g2943" 558 289 428 197 175 472 197 95 392 97
"g2944" 57 96 81 36 1 87 57 26 11 8
"g2945" 4174 2268 1829 2516 3600 3040 2996 1807 3979 3098
"g2946" 36421 148405 73272 199112 119333 66817 43218 42210 114498 39257
"g2947" 225 7048 14245 3050 2431 2847 5521 793 1742 2600
"g2948" 26 57 7 195 60 33 81 105 59 27
"g2949" 1622 5855 2972 3559 2224 5013 2221 1478 2732 1626
"g2950" 4989 6924 4234 6608 4733 6168 3537 2846 5980 3092
"g2951" 11938 19388 5810 6169 6177 18171 7140 6917 33357 6788
"g2952" 253 1476 204 270 861 588 517 36 14 784
"g2953" 446 706 426 979 530 404 636 261 355 503
"g2954" 2401 3777 2194 2331 1954 2758 3289 2156 3065 2137
"g2955" 9851 10571 8583 5428 3654 7541 8318 5176 7266 3125
"g2956" 375 194 179 569 603 607 371 162 115 436
"g2957" 2243 1255 882 1976 1029 2358 391 2134 898 1143
"g2958" 24 51 33 33 17 26 23 13 28 12
"g2959" 3671 4183 4416 3769 2066 3144 3630 1528 6053 2309
"g2960" 0 0 0 0 0 1 0 0 0 0
"g2961" 76 100 11 81 19 64 153 7 17 3
"g2962" 2656 3490 4400 4690 2830 7319 2634 2932 4324 6946
"g2963" 7226 9036 3495 4306 4587 10069 6597 2173 5941 4876
"g2964" 14955 16710 21256 5281 15650 9810 3110 17529 41464 7036
"g2965" 1357 1774 1893 2136 1308 2492 1745 1528 2068 1158
"g2966" 6 22 4 28 15 29 17 19 29 24
"g2967" 1197 509 272 1305 566 182 136 214 826 162
"g2968" 17627 15184 9530 17194 6815 14249 5942 8856 14701 6596
"g2969" 18169 18319 9419 14532 14720 6036 9367 8932 4355 5521
"g2970" 12911 15542 9038 13644 9204 13441 10307 7267 15860 8821
"g2971" 83 48 56 63 51 98 39 44 83 74
"g2972" 1177 2936 1368 2185 1658 2772 1022 1018 3738 1766
"g2973" 3195 9525 3593 9807 1844 4775 6811 3418 8222 6647
"g2974" 14652 26199 21913 21649 13811 10270 18418 14507 13153 17102
"g2975" 150 57 162 202 189 145 200 86 135 30
"g2976" 31282 44901 30458 46644 27783 28249 26851 24208 43701 20597
"g2977" 32085 64715 28286 42742 29180 66423 45493 23329 32789 30507
"g2978" 547 714 632 1043 646 829 852 756 914 774
"g2979" 476 1086 464 1372 741 1449 1211 823 1721 530
"g2980" 164 73 63 169 47 170 53 29 63 31
"g2981" 10337 7749 7463 9657 5576 10985 5999 3363 3992 3097
"g2982" 4075 3756 2470 1628 2556 5838 3075 1316 4487 1702
"g2983" 342 403 225 1568 283 103 1216 34 74 1202
"g2984" 16258 22460 25745 9961 12372 12185 16492 4964 9706 12807
"g2985" 151 171 118 64 16 26 7 4 66 91
"g2986" 28561 29330 17876 26979 16543 31253 21714 15380 25041 16939
"g2987" 2351 2607 2558 2922 2198 1608 2579 1914 1875 1261
"g2988" 244 211 164 117 163 163 167 117 125 161
"g2989" 61651 75421 60632 71678 45015 68232 37400 44122 69402 54104
"g2990" 421 90 197 5 0 490 547 7 20 0
"g2991" 6559 38191 13662 7653 6882 52383 6330 1501 14254 8766
"g2992" 103 107 22 30 82 29 16 35 175 135
"g2993" 685 651 655 1801 1023 1055 621 1247 1151 819
"g2994" 12932 15159 6484 11798 8511 7938 8220 5340 6864 5925
"g2995" 5586 4728 3801 4614 2933 3484 3378 1749 2984 3116
"g2996" 1127 1446 1101 1258 863 1975 808 795 747 698
"g2997" 4764 8402 8011 5371 5186 7008 6912 3405 4272 4958
"g2998" 49938 49274 22551 31009 22101 20413 27900 15016 36195 19006
"g2999" 211 668 376 137 344 601 558 404 395 135
"g3000" 518 559 474 479 144 407 464 411 185 204
"g3001" 247 475 280 287 195 313 308 56 247 210
"g3002" 109 504 671 881 483 293 133 211 392 284
"g3003" 9 9 156 14 0 4 0 67 2 19
"g3004" 27 57 10 38 31 27 96 16 67 35
"g3005" 98 4 207 81 77 13 4 58 40 2
"g3006" 33777 34021 26067 20343 2117 16943 17570 8051 19089 9116
"g3007" 35 44 28 54 51 80 87 37 24 34
"g3008" 1169 464 347 82 1303 458 30 625 2101 27
"g3009" 16493 12424 9450 13456 14235 19619 9351 10258 13152 10804
"g3010" 467 69 89 870 322 102 95 430 318 443
"g3011" 211 210 185 187 138 292 202 75 223 99
"g3012" 927 2514 1915 1187 1276 3213 1625 674 3267 371
"g3013" 1377 504 343 639 330 758 704 185 1254 434
"g3014" 456 356 622 387 172 631 501 308 158 127
"g3015" 9731 8545 7753 4844 5367 11980 8354 10913 4950 5990
"g3016" 893 2382 1824 1676 2229 1809 1936 798 2268 1524
"g3017" 7 10 18 18 7 14 39 62 24 27
"g3018" 1 0 61 0 0 0 5 0 98 6
"g3019" 56 81 1 22 16 133 263 51 31 15
"g3020" 310 5021 7618 2601 46 1075 1351 27 1844 1317
"g3021" 838 343 686 693 358 1057 636 346 645 581
"g3022" 191 165 106 248 141 389 185 88 343 80
"g3023" 19 43 27 73 27 37 30 22 52 30
"g3024" 2133 3420 1249 8437 1059 1049 3841 1147 3854 390
"g3025" 14714 13007 12681 13880 7553 20318 16103 8958 13492 10891
"g3026" 658 496 689 491 580 1372 260 409 987 657
"g3027" 14702 25372 9543 29271 15201 24497 20299 10453 14131 15597
"g3028" 3774 3522 5174 4149 4176 6305 3187 3624 4471 3217
"g3029" 16339 10486 14786 17125 7123 19047 9527 7410 15810 9961
"g3030" 3634 5808 898 11 1086 120 1529 1335 2430 1043
"g3031" 2410 2255 2503 1085 606 2002 2218 971 1670 1100
"g3032" 11979 8097 5776 15097 5990 10960 7511 3600 12657 4834
"g3033" 123 153 27 124 74 55 119 103 50 98
"g3034" 6743 6637 3223 4297 5852 6937 5126 3313 3123 2174
"g3035" 480 3866 2220 827 736 8960 1773 2078 1253 1109
"g3036" 60 63 28 35 79 153 44 30 22 12
"g3037" 16013 43111 19035 27122 16669 25623 16195 11502 25766 28506
"g3038" 3653 1859 541 1426 1407 2628 2186 925 1411 1849
"g3039" 453 1401 498 553 467 420 444 243 528 768
"g3040" 30324 38863 20854 28937 19858 36562 27306 19241 32416 18523
"g3041" 5941 4284 1517 2770 5211 7135 4505 2558 2937 2759
"g3042" 3243 4773 4091 7582 4615 5917 4115 3667 2959 3163
"g3043" 568 439 255 506 72 431 670 222 363 85
"g3044" 1739 1669 2026 311 1479 206 557 2430 1465 1351
"g3045" 1820 3304 5488 2597 1768 2548 3287 2467 7876 4910
"g3046" 957 906 809 575 487 656 2491 330 597 184
"g3047" 23 11 12 34 19 25 21 24 19 22
"g3048" 9738 12157 12740 11043 6321 10222 6285 7678 12174 6577
"g3049" 29034 19408 22834 19675 12273 33305 18266 12271 20658 15005
"g3050" 597 1002 1044 168 592 5367 23 2921 653 1864
"g3051" 7234 5044 5073 6413 3254 8142 2506 2427 3206 2652
"g3052" 18929 15663 5487 15214 4283 14047 6300 7964 19311 14824
"g3053" 5241 7326 3518 4838 3351 7004 2560 2668 7715 5357
"g3054" 3629 3693 4842 3858 1987 3857 3374 3728 3641 1755
"g3055" 500 602 262 332 86 312 327 124 454 6
"g3056" 8901 8427 5279 7916 3904 7274 6364 4562 12478 3254
"g3057" 15376 22106 9970 14166 11694 15798 21463 13346 12622 11885
"g3058" 1968 2045 1450 3742 1184 3647 2454 1715 3202 648
"g3059" 2300 1672 1544 1492 1341 2868 1231 1474 3292 1171
"g3060" 44 86 29 58 162 105 113 23 285 12
"g3061" 80904 44649 16501 39497 51390 10892 19694 10985 38292 18177
"g3062" 1583 2240 1448 2169 1192 1737 1505 612 1599 791
"g3063" 20591 18298 25139 22038 9873 21416 18020 17971 17171 17280
"g3064" 164 307 254 117 239 192 141 133 339 130
"g3065" 24907 39328 19818 42915 22080 41968 29646 19050 22373 22995
"g3066" 686 1132 1481 499 392 424 743 526 664 1010
"g3067" 5917 10557 5853 5303 7208 6661 9751 10056 6180 5179
"g3068" 15322 22162 11695 17250 14961 16796 5490 9164 17725 8127
"g3069" 43 944 836 904 227 151 1112 27 89 455
"g3070" 10700 6601 6803 5317 6469 9581 4184 5006 6134 4824
"g3071" 390 288 81 115 523 208 101 123 113 66
"g3072" 328 246 316 186 96 52 203 306 110 55
"g3073" 76768 98712 85093 101707 40612 108405 85013 61552 62997 61036
"g3074" 4 41 2 32 39 48 11 49 9 7
"g3075" 543 46 5 1076 142 677 124 552 59 446
"g3076" 21 61 19 62 26 59 56 18 39 22
"g3077" 226 316 117 137 172 338 73 236 137 147
"g3078" 11384 10899 13462 16191 6503 14772 12016 9470 17221 8745
"g3079" 110626 125206 121526 41508 54330 230556 95164 34540 137819 82512
"g3080" 168 131 98 112 110 185 138 93 171 61
"g3081" 1380 383 1456 3449 1206 1329 2680 1825 1209 898
"g3082" 1070 3714 1064 2212 1576 1542 1563 1218 1675 1782
"g3083" 87 42 62 82 186 165 164 66 165 136
"g3084" 9543 12144 5984 13175 5866 14537 9606 5355 11278 7896
"g3085" 47082 31289 20451 21988 24494 50303 22482 15949 25358 16187
"g3086" 2416 3223 1929 2760 2512 3752 2383 2104 2228 1137
"g3087" 2048 682 1572 806 945 751 1208 578 1557 708
"g3088" 3622 3526 2078 3364 2308 4220 3120 2484 2871 1963
"g3089" 152 116 33 154 122 90 144 30 72 51
"g3090" 26252 27315 25708 33265 20555 37699 24452 9409 15150 17383
"g3091" 91 497 315 290 223 439 353 416 196 208
"g3092" 1960 2745 2384 3414 1239 3376 1320 1665 1128 1874
"g3093" 5613 9588 4811 5574 3719 6280 5311 3821 5692 4976
"g3094" 7333 7758 4016 6287 5521 9668 6118 4597 4927 3880
"g3095" 226 696 682 133 392 166 589 170 189 167
"g3096" 59 155 0 7 13 252 182 79 86 11
"g3097" 8021 4651 10095 8128 10221 15880 6763 10175 8610 5676
"g3098" 346 189 37 161 176 361 281 136 171 99
"g3099" 253 375 255 99 317 69 287 177 39 157
"g3100" 1331 2355 1230 1693 1464 2705 2016 1535 606 1813
"g3101" 3497 5952 2589 3293 3179 4536 3476 2477 4333 1932
"g3102" 2175 2937 4441 2496 1030 1939 2475 726 2454 1134
"g3103" 52 49 3 16 7 0 91 2 11 0
"g3104" 45165 52911 45943 43992 35336 56644 32917 29987 64494 29625
"g3105" 21 35 9 20 24 12 61 13 2 6
"g3106" 3291 1364 892 2067 1231 598 1240 834 720 1706
"g3107" 1000 908 1044 311 746 1372 1412 456 2225 859
"g3108" 60 64 21 54 16 31 25 8 31 37
"g3109" 334 434 284 231 195 613 164 192 268 318
"g3110" 14801 7084 5270 2805 6429 7878 4979 5717 4361 5330
"g3111" 96 161 187 105 23 204 13 246 222 211
"g3112" 456 391 355 194 414 408 389 132 128 57
"g3113" 2708 2047 805 1564 2472 4251 3526 1906 3044 2373
"g3114" 1965 1046 3453 4590 2910 4187 2162 2383 607 3294
"g3115" 2 0 109 24 0 12 15 0 351 0
"g3116" 488 413 302 362 328 616 333 396 425 294
"g3117" 321 861 411 451 1134 602 396 242 1258 411
"g3118" 732 950 299 148 416 908 571 305 752 364
"g3119" 17526 22220 14571 12834 10624 12168 16364 6254 13547 9794
"g3120" 9198 15068 14037 14937 14868 9662 8524 6447 7402 8062
"g3121" 24 15 32 23 45 16 29 25 36 2
"g3122" 8671 12419 7259 8184 6067 11678 9291 5813 9508 3881
"g3123" 9044 17439 6222 6044 4340 13657 6217 4414 4844 5422
"g3124" 5205 2060 1192 1054 2501 2491 1001 1710 2502 1472
"g3125" 77 92 105 58 84 225 88 62 68 32
"g3126" 873 1133 968 1281 1166 1408 1665 1080 486 925
"g3127" 2 218 156 125 3 91 17 79 116 0
"g3128" 332 141 156 214 125 93 114 67 174 157
"g3129" 3849 4639 4699 4253 3079 8495 4811 2296 5099 2901
"g3130" 17 28 33 33 10 18 28 47 34 14
"g3131" 1608 10102 1016 4451 1934 667 1038 1665 5460 2920
"g3132" 295 617 555 384 403 354 430 204 744 481
"g3133" 8204 7922 2494 5547 853 7492 8518 5011 10985 5004
"g3134" 39402 29237 27167 40905 28571 58810 25510 31035 29677 29284
"g3135" 5673 8467 5777 7563 4438 6939 5183 4028 7304 2782
"g3136" 144 55 53 42 7 174 94 24 80 48
"g3137" 25143 16776 14895 24218 14931 15490 15471 13966 17436 13788
"g3138" 1367 1262 1625 2039 1893 2493 2004 1643 2197 1233
"g3139" 320 413 147 316 384 396 257 122 493 421
"g3140" 548 119 751 1690 326 514 164 323 491 1031
"g3141" 9167 10365 18572 9232 7186 10856 16106 8292 6394 10646
"g3142" 42342 139327 39407 68226 49338 60639 64374 29484 75695 49223
"g3143" 141 109 126 236 120 342 284 62 89 55
"g3144" 2729 3764 2424 2491 2004 3324 1670 2123 2391 1683
"g3145" 9795 21500 6554 12331 9564 14127 11159 10431 10915 2543
"g3146" 2102 678 1632 2054 486 2043 1741 1192 1818 22
"g3147" 4302 4309 5542 6166 4941 7507 3690 3843 6997 4332
"g3148" 31682 36283 21776 27319 23299 42051 19092 14799 27747 19341
"g3149" 418 369 274 1193 807 1689 774 496 402 200
"g3150" 9122 7496 4842 2150 1784 4027 5316 5096 842 1867
"g3151" 8572 10741 5018 4355 4259 6340 9841 5733 3435 4374
"g3152" 12 97 58 25 20 0 10 25 11 49
"g3153" 169 76 139 235 77 153 94 86 125 131
"g3154" 898 613 1046 2336 425 1665 1774 928 1404 929
"g3155" 6168 3031 4215 8278 2161 3922 3413 2334 1929 2182
"g3156" 20069 19658 15768 22213 15639 20748 14834 11999 19925 12400
"g3157" 166 76 75 70 125 79 52 25 129 92
"g3158" 12358 9726 13432 10854 9535 25950 13780 8382 13818 20165
"g3159" 7514 1183 11463 1858 1999 6585 1064 873 9364 3494
"g3160" 954 1823 769 1417 691 1951 1428 955 1662 979
"g3161" 11024 12807 7990 8120 5020 9582 5361 4517 10248 5163
"g3162" 9182 6398 4358 6323 3862 5615 4106 2284 7296 4123
"g3163" 2564 2137 1588 2417 2526 3596 2071 1378 1897 1289
"g3164" 319 555 263 408 275 349 229 243 358 244
"g3165" 4577 873 1419 818 3012 2370 1504 361 3059 822
"g3166" 267 542 557 347 306 1937 446 383 333 179
"g3167" 66145 52256 35457 80433 50596 126367 68297 68029 84159 36533
"g3168" 44 56 96 22 22 47 24 26 55 19
"g3169" 500 726 483 469 432 877 590 663 708 461
"g3170" 27808 33687 36751 40147 18774 41258 28346 23608 32631 23442
"g3171" 5310 10184 4478 4105 2500 5424 2240 3099 4239 6199
"g3172" 18823 12384 11815 10324 7198 18173 34039 4221 12701 7822
"g3173" 75 0 0 0 1 0 2 15 27 0
"g3174" 69 33 22 149 64 47 92 51 117 86
"g3175" 53 154 275 294 214 171 256 32 176 113
"g3176" 4661 4959 5292 4549 5353 5921 5104 2366 4874 2990
"g3177" 61 48 61 61 94 78 43 60 96 22
"g3178" 17781 15688 12699 13193 7821 13472 10132 9881 11771 9222
"g3179" 3331 7828 2468 10750 8481 5627 3243 3541 3250 3453
"g3180" 478 1078 351 843 663 385 1029 365 628 377
"g3181" 4267 12376 2735 5076 12364 11918 8844 8626 19494 8973
"g3182" 997 2518 1052 2348 1375 304 2338 638 2745 909
"g3183" 501 617 380 2033 76 385 139 20 440 279
"g3184" 77 3 504 129 7 130 3 2 7 47
"g3185" 196 287 122 354 247 122 236 57 355 190
"g3186" 72 79 18 41 0 20 4 4 41 101
"g3187" 9557 4765 2984 6416 4096 14125 8473 5600 6313 8899
"g3188" 133 58 128 39 96 154 129 41 93 77
"g3189" 421 152 1 266 287 5 439 743 3927 152
"g3190" 3170 4672 4590 1151 2441 2222 1915 1187 1876 2361
"g3191" 1008 1268 700 1190 1626 740 1041 536 1029 521
"g3192" 523 483 664 801 94 394 150 115 242 447
"g3193" 289 264 226 328 210 181 219 87 167 164
"g3194" 12697 10674 19865 31427 8270 16895 10540 13208 13131 5564
"g3195" 2671 1129 1560 898 392 756 1415 952 208 1158
"g3196" 0 631 0 0 21 3 853 1944 164 4
"g3197" 414 385 541 96 251 575 301 347 219 311
"g3198" 528 535 302 472 246 977 306 389 604 588
"g3199" 5409 5311 4309 4758 4471 3653 3156 2751 3015 2837
"g3200" 775 516 297 733 311 138 6 304 406 8
"g3201" 430 611 414 417 563 1731 510 245 354 267
"g3202" 1 41 3 17 12 15 54 19 7 18
"g3203" 2858 2152 3117 2232 1425 3811 2514 1314 1515 1090
"g3204" 2721 1475 1509 1449 2164 3627 2481 892 3594 560
"g3205" 6843 8404 6376 10006 4989 11050 9714 7582 8785 6252
"g3206" 60 2 37 65 130 0 2 26 35 22
"g3207" 362 75 56 45 404 52 446 147 303 726
"g3208" 10458 21236 7071 9042 7268 12784 9102 3631 9719 10016
"g3209" 130 126 235 344 194 109 10 63 62 139
"g3210" 5579 6995 3256 4587 2814 3254 5050 3247 2304 2020
"g3211" 472 414 367 657 427 649 453 327 423 325
"g3212" 2472 3145 1497 2365 3590 2592 1493 1320 2083 2943
"g3213" 99 91 74 153 72 93 88 45 94 97
"g3214" 12624 14876 11574 17441 6862 13013 13903 5487 7162 8203
"g3215" 836 728 540 1110 692 1118 559 382 962 614
"g3216" 57317 67308 40998 40865 38476 42327 34109 37982 46528 32102
"g3217" 4792 6071 1629 4014 3037 4608 3013 1375 3493 1938
"g3218" 557 849 485 1295 200 442 298 418 710 348
"g3219" 29228 23049 17829 10544 4103 25042 20460 7344 16473 10205
"g3220" 2266 2381 1347 2379 1427 1423 1155 1517 1644 1215
"g3221" 165 85 177 36 87 76 34 14 47 21
"g3222" 3786 2411 2642 2211 2349 2399 2278 1380 2968 1862
"g3223" 44 6 16 55 13 6 9 13 23 22
"g3224" 406 319 27 807 225 80 228 165 153 133
"g3225" 7 3320 1268 713 2918 883 31 21 670 190
"g3226" 62 77 186 1585 726 1211 363 31 392 208
"g3227" 395 60 204 184 142 133 35 3 68 12
"g3228" 40596 43846 28646 40028 28668 57498 39688 19216 21371 24896
"g3229" 27423 27008 18207 21495 14467 41948 15812 12687 28878 17664
"g3230" 182972 159430 138835 165589 86951 164273 222749 76400 141941 100511
"g3231" 240 127 64 288 628 798 2429 1 991 363
"g3232" 439 0 298 38 58 876 30 569 37 3
"g3233" 10311 18093 8425 21899 12745 23096 12817 7970 11128 7082
"g3234" 162 844 304 412 88 172 275 147 56 87
"g3235" 799 620 1060 3189 45 1419 595 267 705 463
"g3236" 15112 9454 4799 8651 6652 14002 12165 4871 4316 3255
"g3237" 3290 5429 3177 5184 2190 5687 3918 3414 6164 3388
"g3238" 246751 666944 172533 309829 55932 371180 294454 57817 322515 77938
"g3239" 533 859 277 970 204 325 477 570 254 120
"g3240" 5934 4508 2182 3739 2269 3285 2455 2244 3454 4736
"g3241" 10108 13807 8719 14254 6934 10203 8563 6274 11538 6967
"g3242" 2198 4938 6429 1120 1331 15976 3458 237 4234 6423
"g3243" 23 78 104 123 17 104 67 0 25 12
"g3244" 8121 8421 2135 3896 4993 5684 4361 3829 1724 3697
"g3245" 3609 11095 18107 20131 10044 30981 10987 12449 48342 14761
"g3246" 28310 22194 13925 19267 15756 15979 25968 13394 29209 13141
"g3247" 2153 9065 3151 10234 4456 6581 5742 4053 6380 4765
"g3248" 6000 4014 3184 3839 2905 2693 2963 2362 5494 2137
"g3249" 23876 21524 15416 22052 16568 26054 13704 9730 17033 14725
"g3250" 10962 13084 8091 11769 9982 9184 12725 8001 9391 7600
"g3251" 2744 4756 3505 4252 2021 6061 3644 2057 2623 1603
"g3252" 4777 6016 5662 5775 3122 5488 4296 1603 5527 4983
"g3253" 853 105 350 142 139 1367 235 294 492 721
"g3254" 265 1543 1206 325 335 1022 571 353 234 141
"g3255" 4098 1070 778 1167 2854 731 896 1259 1020 514
"g3256" 5530 5878 603 2048 4224 1769 3910 1223 2416 1480
"g3257" 20424 15941 21332 21871 7784 14456 19385 11011 13110 9933
"g3258" 112 79 69 221 101 69 109 129 101 67
"g3259" 74 986 560 323 811 494 468 179 1814 141
"g3260" 0 29 328 9 20 188 95 56 0 62
"g3261" 8780 3154 16249 4811 12860 4493 15045 3844 21177 12029
"g3262" 29844 40632 25293 33739 23113 28636 30841 22986 23840 15683
"g3263" 5201 5598 3720 6762 3745 8200 3867 5074 5679 5194
"g3264" 2984 1847 663 1384 1870 3864 2508 2649 2261 285
"g3265" 1133 2889 827 2336 1222 1244 94 1424 430 844
"g3266" 14041 13162 10090 11559 7857 17573 9617 9778 10659 9907
"g3267" 12727 8280 5658 4905 5755 7154 11605 6237 4318 4331
"g3268" 2560 5294 3626 1038 1818 1685 1670 1061 1634 742
"g3269" 400 5179 1335 2570 1045 1871 1117 1593 2213 488
"g3270" 22725 20306 17799 37826 9438 39235 21673 15124 20598 18263
"g3271" 7116 9132 7361 7099 3316 10114 6814 3460 5711 3861
"g3272" 330 104 275 912 186 495 205 316 193 21
"g3273" 13839 14272 8829 9960 7627 15873 11279 8756 13985 11264
"g3274" 128 327 67 77 146 164 245 81 148 109
"g3275" 5397 5845 4536 7777 4059 5158 5782 4043 3263 3974
"g3276" 562 420 851 1653 584 577 1073 391 837 259
"g3277" 8015 21427 6537 12593 18408 8777 8485 16523 28580 4888
"g3278" 2191 3010 1723 3355 1437 3293 2656 1905 2822 1213
"g3279" 11527 8826 4157 9246 6032 16004 8409 3900 6005 5275
"g3280" 392 1412 885 1954 621 1509 609 533 536 1194
"g3281" 44168 54398 23895 31072 18581 38235 33031 21715 39849 44552
"g3282" 3411 3061 497 2364 2479 3393 861 931 2104 2619
"g3283" 813 1181 463 284 343 235 423 341 645 212
"g3284" 4859 4290 3728 2900 1256 5304 3834 2503 4163 3287
"g3285" 18156 41943 12650 57428 30197 46363 22361 10424 13757 12730
"g3286" 27 45 4 0 0 34 44 0 0 2
"g3287" 240 13 0 0 3 0 41 0 45 9
"g3288" 1572 1132 500 1147 981 1119 579 682 1685 468
"g3289" 29 16 35 40 89 60 47 29 50 49
"g3290" 109 135 89 50 2 33 272 134 23 49
"g3291" 139 91 87 115 51 115 126 68 96 74
"g3292" 905 3105 93 754 502 229 880 98 41 601
"g3293" 360 424 584 644 368 296 315 496 453 199
"g3294" 6750 9126 3346 1760 1672 8429 4027 200 3147 893
"g3295" 4787 12907 6650 7100 8253 10314 6800 4269 9270 5738
"g3296" 3835 3549 2818 875 3764 2584 1929 424 2108 4331
"g3297" 99 9 16 50 11 50 75 6 58 0
"g3298" 1364 3618 932 3567 547 1018 833 903 4053 480
"g3299" 169 299 665 1462 92 18 696 147 393 315
"g3300" 457 402 263 72 559 1265 212 16 238 202
"g3301" 120 285 48 364 217 108 0 299 1 492
"g3302" 6792 16364 18597 13022 8971 11462 8617 6344 5668 8705
"g3303" 8003 3709 3044 6433 7207 2382 9946 1298 4284 3585
"g3304" 0 15 25 113 3 0 45 10 48 8
"g3305" 2081 14205 3612 1674 2861 907 2419 103 492 1329
"g3306" 33 72 17 26 43 40 7 17 86 20
"g3307" 8124 5764 3402 8545 5783 14054 9798 4705 13067 6892
"g3308" 26969 45611 23653 22887 20869 42167 22461 30972 45684 24333
"g3309" 62 53 98 66 23 72 370 177 190 18
"g3310" 272 250 243 542 404 849 140 205 278 131
"g3311" 209 154 36 340 70 103 135 37 63 41
"g3312" 11948 21585 17831 9089 9780 16168 20565 11013 25230 9405
"g3313" 250 248 88 353 83 248 192 61 205 102
"g3314" 4538 11742 5183 12934 5973 6872 2981 2297 9641 3878
"g3315" 107 193 126 200 40 159 88 43 116 47
"g3316" 2092 2958 1709 3041 1909 3308 1251 1541 1733 1384
"g3317" 16100 17814 11651 18829 11271 20381 14181 7724 17387 8519
"g3318" 862 936 698 241 433 815 777 110 371 47
"g3319" 8586 8535 10938 14441 11347 7018 20398 2719 4816 11071
"g3320" 7121 6014 4624 4112 3172 10951 6548 8423 10678 4660
"g3321" 1114 377 169 352 172 906 233 231 370 244
"g3322" 382 487 390 595 483 746 297 316 284 301
"g3323" 23 44 26 7 2 68 51 107 7 1
"g3324" 46250 32945 16519 99394 11734 38404 24506 8494 23216 9080
"g3325" 2065 2219 1540 2988 1146 505 765 1575 1077 701
"g3326" 555 606 621 1096 365 523 277 182 458 570
"g3327" 85 291 169 186 190 127 48 118 431 57
"g3328" 1727 1284 264 1088 760 2611 91 75 119 105
"g3329" 137 376 242 294 649 1316 235 484 173 222
"g3330" 84 23 40 94 48 33 56 32 66 70
"g3331" 992 236 747 887 315 491 888 439 591 907
"g3332" 142 40 59 260 138 193 301 85 282 47
"g3333" 51096 38891 31200 21257 39083 28601 27199 27397 29374 22410
"g3334" 65888 10339 40969 17443 68706 47079 60994 19899 106698 46057
"g3335" 655 333 212 385 226 400 667 244 375 306
"g3336" 2099 3518 1590 2430 2029 3070 1890 1065 2123 1150
"g3337" 782 746 732 941 1242 1594 1575 576 1069 750
"g3338" 38 1048 148 277 77 16 3 1 633 88
"g3339" 7252 7351 2093 5563 2926 7353 5771 7277 5439 5179
"g3340" 22 33 307 316 21 0 0 149 531 0
"g3341" 105016 85042 167254 84622 38254 149970 122802 32620 114477 71443
"g3342" 4248 3057 2280 4987 2628 2650 4133 3412 3252 3458
"g3343" 10500 9569 6572 7456 10787 16851 4198 2370 7001 3818
"g3344" 1255 284 462 605 456 498 1216 93 1007 361
"g3345" 14 21 2 12 1 3 2 3 33 10
"g3346" 674 5843 7167 11125 4310 9089 4666 6199 3131 3851
"g3347" 169 209 151 229 147 179 103 173 423 106
"g3348" 12960 28015 20018 21534 12569 41447 7004 9150 29951 20432
"g3349" 4334 4031 8117 3713 2888 3982 4876 4251 4101 2605
"g3350" 1565 1939 1488 2058 867 2509 1110 639 2582 1211
"g3351" 11791 16979 12834 12586 11825 19239 11064 7568 9392 10601
"g3352" 1562 1587 1037 2990 1209 509 1270 787 2503 634
"g3353" 1170 1604 403 833 884 1146 639 573 879 857
"g3354" 5794 7504 4812 6334 4732 9432 6090 3637 5342 3745
"g3355" 43 9 37 171 38 106 36 9 109 46
"g3356" 15 32 55 7 36 32 32 7 15 7
"g3357" 5751 7576 3398 6894 2328 5346 3777 2738 6130 3352
"g3358" 376 369 450 565 190 729 215 354 581 347
