"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g1156" 28 3 46 15 49 16 25 75 26 2
"g1157" 39 235 47 42 28 45 1 37 74 10
"g1158" 1 92 12 11 85 11 11 6 0 9
"g1159" 1685 1483 2005 170 711 190 431 599 870 202
"g1160" 36 70 43 62 30 27 53 26 11 8
"g1161" 180 278 285 85 108 34 95 30 46 91
"g1162" 7414 7612 2339 7035 3829 432 3418 1806 5929 4780
"g1163" 6587 7642 2023 3889 3494 2174 1175 1319 1658 1052
"g1164" 2094 2006 2782 3903 1330 800 1378 1117 2817 1356
"g1165" 3 108 88 0 25 1 16 14 19 42
"g1166" 1038 2167 0 612 0 0 0 0 374 17
"g1167" 5 43 46 39 18 26 1 5 3 36
"g1168" 3586 2781 3454 2198 4547 317 562 554 1033 693
"g1169" 503 345 218 313 173 252 33 420 113 65
"g1170" 959 1607 956 1243 1815 733 659 309 509 597
"g1171" 21931 17729 12033 13504 14490 3548 6647 6398 6423 9658
"g1172" 720 589 953 825 583 276 286 271 336 486
"g1173" 35123 67077 37922 39764 29743 13889 10746 13044 10884 10680
"g1174" 82537 54338 36318 28051 28596 11035 8373 25921 12868 25049
"g1175" 5 77 4 49 49 6 0 19 0 29
"g1176" 12574 18815 15371 11448 8690 2308 3281 2042 4057 3599
"g1177" 158 15 172 169 537 6 51 4 191 110
"g1178" 16 47 27 42 26 9 4 5 29 23
"g1179" 35115 55491 40773 31274 31009 15360 13831 6738 22983 20286
"g1180" 85392 118211 75188 98940 74737 23288 29102 19818 39611 38623
"g1181" 2051 2174 1735 1649 2180 331 350 447 441 1059
"g1182" 168 45 39 100 136 69 48 58 30 107
"g1183" 295 113 175 132 189 51 77 47 130 157
"g1184" 1268 2043 1982 776 1091 342 323 310 394 532
"g1185" 1495 863 531 1104 924 542 313 223 571 451
"g1186" 1105 1791 1888 156 1108 1077 501 1434 1092 848
"g1187" 87 140 55 71 63 29 20 14 67 111
"g1188" 744 785 518 633 480 49 285 304 74 344
"g1189" 18 49 22 7 6 19 11 13 3 28
"g1190" 10545 5256 9740 7837 13886 3614 5470 3272 1796 9009
"g1191" 105 179 125 74 52 40 28 43 30 92
"g1192" 27 11 50 59 103 186 20 16 31 15
"g1193" 2360 3141 2017 1337 997 530 1313 291 710 1607
"g1194" 338 434 153 140 78 76 204 128 89 218
"g1195" 7008 8376 5867 4940 5609 704 868 871 1050 1319
"g1196" 14152 16630 16922 13529 7579 7338 3274 3901 6569 9134
"g1197" 32 52 53 38 15 2 13 5 26 14
"g1198" 120 91 183 65 200 41 37 23 53 34
"g1199" 23 4 90 66 41 32 10 0 6 43
"g1200" 4015 2696 3384 1935 3857 1793 897 1114 1133 588
"g1201" 2972 4983 2440 1149 1295 1240 737 648 1137 1899
"g1202" 3677 4439 8234 3127 2964 1471 959 1298 1689 1809
"g1203" 50326 75745 57095 38209 30249 18834 13930 17935 23079 29164
"g1204" 54 51 12 102 33 0 10 2 24 12
"g1205" 20267 43642 43394 31128 25679 4820 20231 5806 9488 12666
"g1206" 6794 7201 9390 5020 2457 1485 587 3519 2044 1304
"g1207" 622 433 106 151 528 201 207 171 361 229
"g1208" 1254 1025 549 82 733 195 184 148 269 371
"g1209" 21725 72544 29650 40973 26525 10728 11341 7610 19474 8072
"g1210" 7024 6317 3180 7300 4698 6124 4868 2215 11017 5022
"g1211" 5 50 39 106 54 5 33 9 43 39
"g1212" 507 257 952 302 334 67 152 88 124 434
"g1213" 10762 22315 29911 14614 14371 4367 6225 4299 8360 11729
"g1214" 12517 13730 8121 12130 9887 1958 4586 4204 8245 7236
"g1215" 1405 2666 1340 984 449 307 458 375 295 249
"g1216" 77237 65150 44467 72251 46494 24869 17529 21686 26397 20924
"g1217" 75 43 110 46 46 20 30 8 20 13
"g1218" 24786 23939 22940 14166 11787 5576 4858 6481 15415 9848
"g1219" 76964 473357 160862 112898 335633 16169 4602 49006 38715 102273
"g1220" 563 797 596 462 467 230 286 240 383 303
"g1221" 44325 40987 33611 27138 25555 8708 9063 11900 13848 12645
"g1222" 8885 13239 7656 8862 8312 758 2691 1916 2426 3576
"g1223" 3256 1603 3200 2195 906 937 1255 878 879 1832
"g1224" 2885 1784 2272 2408 1851 1055 1363 1133 943 2171
"g1225" 200 33 1 264 9 1 4 36 4 11
"g1226" 22435 35593 16178 27182 11182 3427 4463 4444 7644 5646
"g1227" 772 76 483 513 547 551 607 232 254 5
"g1228" 31164 432931 318263 193213 107790 120263 33084 93993 62096 165364
"g1229" 4143 6774 4879 5882 3288 2028 2736 2443 3699 3060
"g1230" 348 2 325 37 21 40 2 14 9 2
"g1231" 219 672 463 429 512 107 233 98 146 91
"g1232" 286 1080 497 481 288 355 169 482 465 703
"g1233" 515 639 701 441 443 52 88 52 155 141
"g1234" 9880 9231 6202 9230 4887 1600 1671 1835 2380 2081
"g1235" 22359 23889 21111 16451 23212 6050 9201 11753 9313 20478
"g1236" 8102 9609 8008 10555 6686 1564 1228 1419 3278 2468
"g1237" 1 17 2 38 0 1 21 38 31 37
"g1238" 3636 3256 3897 3005 2541 939 723 984 1358 926
"g1239" 609 522 820 744 228 39 193 159 256 298
"g1240" 162 794 257 275 396 74 163 208 259 303
"g1241" 9322 14885 9833 5987 10451 4091 6093 3059 5478 3502
"g1242" 1867 4628 7616 3672 419 2036 666 313 2486 683
"g1243" 119109 108915 283674 127422 88308 27113 33197 39791 73837 16287
"g1244" 3269 5475 2743 4148 3661 798 876 827 1168 1298
"g1245" 7783 4808 1208 2945 2900 422 1514 1408 1504 2091
"g1246" 4965 6800 2891 1638 2061 903 625 779 2013 1000
"g1247" 14 15 11 49 70 14 3 32 28 22
"g1248" 19 2 69 14 32 0 62 2 45 5
"g1249" 2081 2707 2513 1816 2667 612 973 306 968 778
"g1250" 53132 78912 49270 53114 31521 25457 14200 14150 35914 20320
"g1251" 41 62 86 45 59 35 26 14 24 14
"g1252" 9516 17889 12861 10215 9684 7384 4990 6594 3887 3633
"g1253" 293 360 76 206 483 36 21 146 134 94
"g1254" 100 49 43 21 85 57 48 19 55 51
"g1255" 327 420 384 397 261 126 112 66 166 154
"g1256" 10455 26273 20561 17673 21292 5628 10401 2330 4328 17976
"g1257" 18001 34280 20946 28253 24670 14664 14504 15564 17384 28450
"g1258" 80 3 22 24 0 5 35 0 2 10
"g1259" 26465 28535 21173 15479 32543 18378 8284 8199 11202 19834
"g1260" 1495 893 381 595 686 346 373 339 353 381
"g1261" 354 76 94 152 11 81 74 22 73 60
"g1262" 3168 5590 5642 2583 3494 1797 1036 1661 2294 1872
"g1263" 209 316 782 327 384 114 118 226 200 181
"g1264" 62741 48044 60002 72121 33785 8966 6735 11186 22273 28748
"g1265" 190 542 187 439 133 29 127 71 175 84
"g1266" 27936 21410 22255 31761 17882 6036 7528 8441 9531 9857
"g1267" 8174 8710 8512 7277 6268 5742 9153 2397 6900 5205
"g1268" 20 75 7 1 2 2 0 6 36 21
"g1269" 23332 55131 26418 38707 26543 11849 21661 12843 14314 23327
"g1270" 20 21 15 13 45 6 11 9 15 18
"g1271" 6220 9257 6629 886 3511 1182 1031 813 2038 961
"g1272" 74 34 110 72 104 15 36 12 17 18
"g1273" 246 228 356 125 220 125 110 111 82 30
"g1274" 186 48 220 86 120 65 53 91 11 136
"g1275" 1241 1399 653 481 477 163 233 228 129 422
"g1276" 1978 1330 1170 1760 824 419 867 342 808 812
"g1277" 328 722 77 745 622 34 6 68 5 28
"g1278" 5340 0 214 125 53 644 15 32 112 9
"g1279" 58 169 120 49 15 17 22 12 36 33
"g1280" 36 37 37 25 21 8 8 8 18 9
"g1281" 8264 3220 3463 4710 2056 905 720 871 1491 1481
"g1282" 21 67 30 32 15 38 25 17 14 37
"g1283" 61 76 44 35 48 10 9 11 16 19
"g1284" 15 35 7 8 21 0 2 3 2 4
"g1285" 13 107 19 78 13 9 46 12 3 5
"g1286" 150 187 178 287 170 8 31 51 167 29
"g1287" 24 5 0 0 6 11 6 3 1 40
"g1288" 3880 2093 2880 3124 2298 628 713 623 837 1239
"g1289" 10344 15848 13078 12180 6827 6570 4920 3598 10095 5239
"g1290" 135 206 307 189 305 30 39 19 41 28
"g1291" 589 392 376 328 382 167 166 94 257 153
"g1292" 11691 14722 12183 11802 7307 7959 8716 7861 9492 10119
"g1293" 2066 3142 2304 1716 1462 605 914 595 754 849
"g1294" 170 148 176 103 25 16 9 13 7 31
"g1295" 566 2449 22 359 1171 33 47 240 423 160
"g1296" 743 1231 1215 1059 418 553 474 373 654 504
"g1297" 590 1910 4182 2796 1706 742 610 815 1772 1880
"g1298" 8329 7167 7859 6696 7013 1446 2889 1484 3588 2760
"g1299" 5 15 49 0 47 1 6 2 8 10
"g1300" 102855 91423 78442 70257 71634 31029 37940 34298 56014 76267
"g1301" 20 83 102 9 15 88 113 106 62 25
"g1302" 3965 3364 3895 4596 2420 2287 2616 1955 5430 2270
"g1303" 69 11 32 84 44 34 35 39 97 59
"g1304" 114 1367 3389 4330 1426 761 1014 125 3132 68
"g1305" 2264 320 1355 1045 820 582 1424 996 841 2477
"g1306" 6582 8567 14053 23546 7393 8262 7027 10776 2338 2271
"g1307" 0 82 19 0 10 10 38 6 106 32
"g1308" 506 122 3038 1850 433 373 59 365 20 436
"g1309" 12620 18525 7563 8160 4746 6664 6456 4710 12805 9088
"g1310" 105298 165547 134899 91048 117570 106552 92814 57319 120142 173511
"g1311" 404 115 131 104 147 79 129 61 277 179
"g1312" 8147 11851 6239 9173 5528 7035 3866 5221 8429 6975
"g1313" 561 1070 824 571 507 460 978 422 975 776
"g1314" 2532 4869 3010 4616 3554 3132 3225 2233 4654 3059
"g1315" 870 1494 936 405 676 902 973 718 841 895
"g1316" 74 75 83 122 36 20 2 28 77 164
"g1317" 3695 8738 8088 8708 2976 8681 7439 3314 11124 11459
"g1318" 3872 14449 8307 7087 6232 3874 4788 4034 11479 8000
"g1319" 35 85 17 89 3 31 72 24 66 17
"g1320" 110 256 198 92 83 90 123 270 220 226
"g1321" 7051 19557 12293 14634 6540 11191 11510 6613 6792 20580
"g1322" 97650 126357 152027 104935 91815 51744 98806 50765 82443 128360
"g1323" 2825 2417 5366 2652 2983 2678 2210 3164 5324 3324
"g1324" 17 83 42 0 2 21 3 23 4 4
"g1325" 4072 3869 2892 3251 3809 3138 2268 2164 3908 4225
"g1326" 1981 3165 2861 2302 1888 3703 5431 2396 6100 9032
"g1327" 3302 8312 6719 10998 12136 9749 9072 4899 3859 19881
"g1328" 6198 13793 6585 7332 3203 6468 10929 4599 6346 3239
"g1329" 93 663 2010 1661 626 1205 1773 1955 1283 1415
"g1330" 67 28 38 52 12 22 11 23 54 22
"g1331" 7114 6659 4055 5314 3501 4980 3530 3223 7258 4307
"g1332" 0 370 60 4 21 4 9 47 55 25
"g1333" 153 575 92 380 99 373 219 139 847 439
"g1334" 3118 6208 2876 2509 1770 3350 3093 1519 3043 4557
"g1335" 2471 694 299 1400 14 1587 1462 139 122 612
"g1336" 11309 9282 13958 16870 8892 10423 13988 7922 12389 16551
"g1337" 96 440 233 154 117 147 207 177 46 213
"g1338" 3757 5119 3810 2937 850 1513 1675 3982 5897 8897
"g1339" 2489 6323 7390 4996 2709 2093 4748 2181 4285 7028
"g1340" 741 653 706 603 886 1069 1471 335 542 2178
"g1341" 68 7 39 29 36 32 37 17 31 30
"g1342" 275 150 95 30 208 141 98 80 79 381
"g1343" 17 20 39 71 22 13 61 42 86 166
"g1344" 2120 3072 2289 3586 1814 2085 2692 1641 2261 3488
"g1345" 40199 74736 130223 69700 50735 36864 51540 50814 45467 71174
"g1346" 377 333 432 50 54 656 30 252 184 133
"g1347" 64 103 35 42 23 50 79 51 2 40
"g1348" 1899 2309 2255 1607 2587 1054 1438 1185 3395 1948
"g1349" 25 31 58 53 32 44 16 33 63 39
"g1350" 10 0 53 63 4 13 55 55 27 5
"g1351" 294 695 1026 644 555 145 480 847 443 590
"g1352" 0 8 139 30 52 0 9 7 88 0
"g1353" 51 126 46 81 52 95 32 32 60 74
"g1354" 594 432 749 966 826 832 478 545 869 592
"g1355" 313 299 597 216 280 250 310 301 363 303
"g1356" 2561 5639 1902 4088 3595 6465 4333 4556 4481 4568
"g1357" 556 664 591 719 361 124 1138 94 997 844
"g1358" 277 123 166 46 43 46 281 217 369 55
"g1359" 9097 22449 12221 15315 10846 9414 14935 10072 12283 24696
"g1360" 4268 5102 3770 4079 3097 4762 2476 3370 5926 6637
"g1361" 21 11 2 27 20 4 33 7 45 31
"g1362" 9063 435 4338 38200 21100 322 38796 11518 8664 47938
"g1363" 838 3590 2156 1849 85 644 436 826 1028 3008
"g1364" 599 689 474 273 338 64 344 222 584 683
"g1365" 204 336 217 293 192 121 187 144 348 293
"g1366" 132 3821 727 3978 4657 347 41 2415 15164 868
"g1367" 2078 1287 1339 981 1481 1922 902 1322 1731 863
"g1368" 138 69 106 132 81 168 22 109 146 158
"g1369" 2589 3723 3912 2693 1919 1830 2793 1619 2457 2801
"g1370" 532 175 185 351 337 316 95 283 609 984
"g1371" 388 745 519 528 342 90 356 257 141 248
"g1372" 347 438 287 630 100 994 247 593 269 501
"g1373" 208 55 159 86 76 100 343 359 55 182
"g1374" 27 1 24 36 46 21 4 35 27 11
"g1375" 841 1398 3245 2836 1827 1246 1555 414 1337 1801
"g1376" 10420 12233 9718 5319 4772 5665 5362 3702 7882 6669
"g1377" 6952 3787 11751 4493 5168 6340 12211 6547 9734 4493
"g1378" 4074 11985 5598 10145 2469 5591 3561 3143 5154 8392
"g1379" 1479 3831 1324 914 558 1003 1792 758 1897 2575
"g1380" 230910 239847 184442 318774 129624 176536 208232 147592 278757 90215
"g1381" 106 529 781 115 59 55 108 350 14 1259
"g1382" 2016 657 9321 3412 5323 2135 259 2263 2945 3953
"g1383" 125 84 44 81 70 44 68 69 142 117
"g1384" 7456 718 4875 2571 2284 4800 3993 4156 7212 5920
"g1385" 2 16 11 3 4 17 28 2 0 4
"g1386" 69 74 74 54 54 56 49 51 49 78
"g1387" 10858 8503 9113 7126 7601 5281 5474 5851 8881 10169
"g1388" 2028 6120 3850 4199 2485 3401 2126 4602 4676 6767
"g1389" 213 72 90 221 123 57 121 104 47 160
"g1390" 1014 904 1410 1291 827 853 986 410 815 1446
"g1391" 1364 1353 815 1482 1122 738 1746 1124 1229 1355
"g1392" 61002 72605 52157 42945 31184 32579 49196 43000 47286 58379
"g1393" 366 511 354 152 183 130 123 32 315 288
"g1394" 57654 71746 58874 9637 53739 57148 101568 47316 66547 90776
"g1395" 559 582 1548 1160 900 444 371 558 557 852
"g1396" 9435 8837 7174 7976 4957 7415 6284 7437 9291 10512
"g1397" 574 758 452 757 747 404 159 292 522 820
"g1398" 2083 195 728 4 246 286 66 89 238 1043
"g1399" 4370 7357 5422 6791 3552 3412 3444 3359 7164 6495
"g1400" 53 124 86 45 103 78 57 114 176 151
"g1401" 42 11 6 34 4 3 17 8 8 135
"g1402" 2217 6904 5569 4887 5367 2740 3947 5253 6367 9497
"g1403" 6 17 19 92 5 22 0 10 0 2
"g1404" 16503 46644 28192 11003 5269 7986 41585 16891 37081 38626
"g1405" 58506 71977 27951 54399 39726 37374 43474 26172 54201 49315
"g1406" 4070 3657 3285 3639 6493 3396 1531 4522 7682 9747
"g1407" 7642 8455 9968 8184 5158 3697 2946 7102 9890 4965
"g1408" 3379 1680 2221 1344 1221 2295 2756 820 1719 917
"g1409" 13907 14683 16950 5630 14359 4742 10327 8403 13902 13070
"g1410" 52 142 65 12 57 31 79 15 36 83
"g1411" 1177 1101 1186 1088 638 612 1457 455 1127 1198
"g1412" 23069 15514 17244 16329 8727 12161 14578 9785 23187 31219
"g1413" 8733 10856 8756 5262 6353 4953 5822 7092 4215 6583
"g1414" 35 5 30 145 6 8 9 88 20 38
"g1415" 117 219 296 248 63 66 101 114 216 115
"g1416" 836 3139 505 1333 1784 1198 379 1077 2646 3186
"g1417" 55305 96109 74082 70271 61537 50757 72991 41562 125474 79178
"g1418" 30 97 173 139 26 210 187 108 1353 236
"g1419" 51 65 11 55 102 41 14 96 17 35
"g1420" 345 262 540 124 174 238 115 149 267 243
"g1421" 696 153 400 939 216 83 353 244 1306 733
"g1422" 1 19 89 58 1 35 6 1 17 3
"g1423" 544 508 206 205 282 166 166 108 310 614
"g1424" 365 1344 740 653 286 462 415 737 687 571
"g1425" 6911 17933 9505 12394 12514 9985 10547 11754 21243 17707
"g1426" 38 97 266 2 9 5 3 0 89 0
"g1427" 2670 9192 24342 10915 5735 14058 8281 17882 11915 27509
"g1428" 1717 782 481 1434 1547 316 356 822 919 436
"g1429" 132 95 163 183 123 92 79 29 38 108
"g1430" 171 43 154 94 216 276 100 85 40 99
"g1431" 2218 1204 1264 1209 2665 2031 947 914 2072 3070
"g1432" 4702 2944 4579 610 608 2070 214 5521 1706 2126
"g1433" 498 364 179 398 225 481 203 165 381 605
"g1434" 2107 1843 1447 1382 821 336 601 690 2355 343
"g1435" 87 60 2 20 4 3 0 18 45 108
"g1436" 4847 5191 5133 3393 3106 3405 4239 2283 3934 4618
"g1437" 6605 7663 6718 9544 6986 5187 7365 5646 9407 10412
"g1438" 1680 1725 3912 2143 1315 1865 1301 1774 1750 3292
"g1439" 62 273 101 217 61 180 64 162 35 75
"g1440" 161 35 59 90 8 21 41 42 56 109
"g1441" 5201 9327 4671 10173 6300 5844 6525 4231 5897 4608
"g1442" 13 34 4 33 66 9 11 6 45 23
"g1443" 4188 5951 2735 3570 2814 2324 3205 2715 4525 4359
"g1444" 4052 5128 2350 2817 1191 1613 1234 1267 3565 2129
"g1445" 57 82 60 101 35 36 89 53 54 50
"g1446" 37198 39276 44002 43292 35515 33656 34086 18626 49157 35703
"g1447" 11707 17454 9168 1293 5314 5130 12413 4757 7744 1361
"g1448" 43 30 4 16 28 19 3 4 31 62
"g1449" 24 52 21 50 16 15 64 25 25 3
"g1450" 2371 526 1221 2008 1505 155 2350 741 1502 1564
"g1451" 100 77 88 83 51 48 113 42 83 31
"g1452" 1080 390 928 806 406 644 529 486 629 685
"g1453" 6708 11343 8132 10955 8858 9137 6218 4716 5950 7927
"g1454" 1743 1843 1699 1006 1217 1221 1457 1099 363 1424
"g1455" 506 292 257 183 202 231 225 321 322 351
"g1456" 380 506 348 494 146 352 445 383 467 364
"g1457" 716 12 1 0 3654 0 5069 1483 1175 1916
"g1458" 59 21 19 34 12 25 26 17 37 40
"g1459" 153 412 80 178 80 147 130 241 55 119
"g1460" 43 212 371 12 178 46 229 18 52 96
"g1461" 12634 15270 20003 11953 11112 4015 13766 7293 16911 12246
"g1462" 19546 12077 14986 8060 7869 10254 10697 9354 17962 24204
"g1463" 0 654 11 913 341 5 637 339 3 234
"g1464" 59558 50249 43296 35024 19868 26985 36618 16979 26166 35519
"g1465" 1364 1845 3088 444 601 268 710 556 1493 1212
"g1466" 86 42 56 12 15 121 47 73 46 56
"g1467" 18 29 47 26 7 12 25 7 4 45
"g1468" 825 99 177 1281 464 506 1207 502 366 1055
"g1469" 2426 1345 5125 2187 4570 2817 4402 1655 7586 1687
"g1470" 1734 2020 3805 3071 1873 1176 309 2681 3803 3260
"g1471" 2408 7457 6524 9437 9794 3948 3623 3180 6000 1975
"g1472" 3953 7118 4260 3295 2651 1917 1915 2871 4984 2833
"g1473" 28 42 116 41 42 35 42 32 33 56
"g1474" 259 334 326 209 188 225 250 122 348 273
"g1475" 0 0 0 13 0 97 5 56 4 21
"g1476" 540 727 1101 1623 715 966 351 348 1565 2279
"g1477" 40985 35029 42951 30049 26846 22163 25999 27181 37001 63357
"g1478" 230 1077 767 225 405 512 300 95 859 419
"g1479" 17952 14937 18383 22252 15075 9169 9667 9897 21765 16306
"g1480" 8387 13700 14798 14043 12570 6635 9230 6565 9948 8401
"g1481" 283 115 63 307 97 5 31 138 275 333
"g1482" 7390 6200 12282 3904 2187 5671 6123 5274 7834 6590
"g1483" 10 7 3027 9346 41 0 146 1 1 1984
"g1484" 5217 4796 6637 4507 5507 3448 4098 3400 5539 6175
"g1485" 94871 76687 84165 42597 44446 47724 43965 73998 70765 63532
"g1486" 948 1331 675 761 202 598 615 450 156 632
"g1487" 30133 31354 19240 21146 15532 9170 11342 11139 15738 16200
"g1488" 2887 986 1100 622 1973 604 806 757 1978 985
"g1489" 518 1643 621 2751 501 537 1143 452 602 2413
"g1490" 0 0 19 0 0 0 0 7 17 77
"g1491" 6643 16769 6473 8900 3811 4222 2960 6294 10369 6718
"g1492" 39 4 17 2 32 10 14 14 23 10
"g1493" 13988 38468 9184 23242 4577 11280 12103 2906 7400 21353
"g1494" 6959 9428 14876 5668 7012 7943 8881 2969 14231 16751
"g1495" 156 209 384 281 61 165 166 107 190 238
"g1496" 7667 4741 6732 10529 7156 3553 6481 5725 12268 7008
"g1497" 403 1056 36 176 27 267 6 311 118 70
"g1498" 4085 3156 1323 2157 1843 876 1127 671 1647 2542
"g1499" 3963 5484 2344 6014 1383 1070 4279 1702 4933 1165
"g1500" 1361 2135 1565 1429 928 798 1518 654 1330 1653
"g1501" 210 792 524 389 343 366 626 416 203 362
"g1502" 4981 8859 3873 7473 2037 2817 3822 2295 4912 1783
"g1503" 1145 2159 1509 776 1092 500 1232 1119 3530 1487
"g1504" 16567 13268 23666 18950 12433 13146 18320 14065 20482 16745
"g1505" 6387 10071 7541 6607 8590 6853 9012 6268 7726 6803
"g1506" 877 373 287 598 1927 101 126 181 64 946
"g1507" 1207 2995 2623 954 638 497 1973 842 3415 3432
"g1508" 131 182 17 48 85 9 12 62 54 49
"g1509" 52 78 72 58 35 20 25 53 69 37
"g1510" 383 275 497 339 311 111 345 123 235 320
"g1511" 1000 1519 1326 1289 474 423 302 558 1119 302
"g1512" 16061 19189 20342 10858 11513 11471 12067 15621 14421 23429
"g1513" 92 115 101 89 75 77 66 65 113 116
"g1514" 1768 1595 967 1050 383 393 291 892 1145 656
"g1515" 11604 10501 9548 9481 11586 8051 7711 6527 8483 8246
"g1516" 948 951 1667 1890 829 1660 1123 226 1787 1166
"g1517" 11806 9406 8974 14581 4233 6059 9909 6900 11529 12218
"g1518" 22204 30952 23302 34294 14658 20573 20095 13155 20870 21176
"g1519" 17591 13975 12111 8749 5794 8003 12583 5523 20935 16734
"g1520" 867 883 979 34 404 285 438 432 1348 1214
"g1521" 1443 13311 3478 3302 1317 4154 763 1060 6118 3159
"g1522" 378 525 241 165 338 319 248 37 344 289
"g1523" 132 813 216 220 956 947 1146 372 1451 1207
"g1524" 7872 26741 20608 15110 17575 15463 25182 15018 19446 8812
"g1525" 25001 23060 30789 23406 27811 21072 15687 14474 16390 48755
"g1526" 6748 7979 7593 5426 3906 6881 6580 4563 5721 5421
"g1527" 4712 7172 4682 3756 3764 4454 2876 4113 3748 2748
"g1528" 16921 19251 15439 11355 12647 9893 8377 7804 9720 11099
"g1529" 1665 1345 915 1995 1185 856 1382 936 1977 2110
"g1530" 160 93 278 65 209 68 200 112 70 168
"g1531" 794 852 794 290 936 308 359 333 147 943
"g1532" 24 25 22 22 17 19 20 15 30 29
"g1533" 1623 1290 1139 924 897 949 1084 884 1675 1394
"g1534" 0 0 1 0 1 0 0 1 14 124
"g1535" 22 375 68 223 33 83 136 97 384 36
"g1536" 484 782 716 542 594 257 267 516 632 1043
"g1537" 725 716 1084 1466 453 392 695 348 721 1054
"g1538" 12928 20033 21670 10122 7008 15373 16676 9499 16611 15674
"g1539" 38040 38255 25356 26741 24984 20223 29612 22152 34601 34758
"g1540" 23 20 32 53 29 26 14 11 44 20
"g1541" 62 64 33 74 25 14 63 30 60 17
"g1542" 51 69 66 71 44 54 143 54 67 111
"g1543" 140 132 82 62 91 49 425 39 163 212
"g1544" 96 45 388 154 49 123 353 8 95 127
"g1545" 17730 16196 14728 14416 16622 9417 13482 16853 20092 16520
"g1546" 0 1 26 3 17 0 737 1 0 1144
"g1547" 8829 20278 9812 16599 14921 9603 18013 6693 19328 15759
"g1548" 1059 3058 986 2318 1481 1064 1016 1131 11120 4843
"g1549" 567 480 795 517 260 513 287 337 421 609
"g1550" 5038 5235 3432 2831 2167 2555 3867 2197 3783 4339
"g1551" 73 22 33 2 26 8 9 10 4 30
"g1552" 616 468 475 469 177 227 339 95 156 277
"g1553" 1706 1882 4113 938 805 1236 1194 1834 1767 1145
"g1554" 610 794 565 233 257 294 464 243 554 528
"g1555" 38260 24065 31897 27888 15954 27086 43598 26088 45914 72317
"g1556" 1411 2130 1895 1440 1468 1001 870 679 1386 2502
"g1557" 827 889 540 595 496 333 534 529 958 965
"g1558" 88 423 141 77 96 49 237 191 545 162
"g1559" 1028 1809 1082 1338 1076 1014 1212 803 1351 1015
"g1560" 93 231 41 121 171 121 164 130 132 85
"g1561" 51 2 7 39 7 8 9 0 21 0
"g1562" 15440 27542 16095 14521 9619 22051 16393 14829 14502 12930
"g1563" 24 288 78 24 24 23 74 18 242 134
"g1564" 116 473 556 902 64 1006 120 230 75 178
"g1565" 88 159 88 69 116 111 153 113 98 70
"g1566" 5177 4470 5155 3384 3276 3049 2887 2378 3028 3450
"g1567" 1313 1780 1283 1187 706 296 584 177 484 940
"g1568" 129 1740 904 1676 736 533 162 1197 1692 263
"g1569" 10 247 184 33 1 78 3 167 31 206
"g1570" 10741 5631 5529 3063 6655 3637 2814 2734 7694 11891
"g1571" 252 388 288 211 132 116 203 122 453 464
"g1572" 47094 21036 73267 36899 29980 39376 38765 58254 62423 22996
"g1573" 220754 958504 809019 288550 244306 206459 236447 251354 364671 611804
"g1574" 3453 6821 8315 4856 3589 4184 3287 2922 11896 6815
"g1575" 20310 22434 30278 18004 20491 14427 15847 16520 26300 28964
"g1576" 23545 29517 29314 24600 24094 25456 15171 21495 34629 22396
"g1577" 20436 23767 19134 22106 21082 13558 9560 12119 22540 19455
"g1578" 48463 47311 40828 24834 20339 18546 27022 15513 26043 40127
"g1579" 64 73 45 42 37 75 49 36 41 27
"g1580" 36 937 893 90 1 306 314 8 2 323
"g1581" 367 230 174 179 138 152 247 186 223 318
"g1582" 904 880 15 134 406 786 284 97 429 157
"g1583" 21673 14933 15889 16247 9321 10614 8564 11010 15084 15206
"g1584" 6265 14111 5061 4706 1951 2400 6251 3626 6184 7873
"g1585" 262 166 32 122 91 81 64 149 82 56
"g1586" 2272 1697 1280 1213 1557 1012 2401 1501 2071 4471
"g1587" 27188 37643 35307 24517 25925 16689 29016 22643 27299 47933
"g1588" 35 74 80 151 105 121 82 94 72 129
"g1589" 7329 4702 4804 5680 4156 2608 3963 3881 4328 5591
"g1590" 2215 1058 1382 711 1474 2299 1117 946 1113 2127
"g1591" 30 44 42 41 30 32 27 14 47 39
"g1592" 157 717 177 116 99 129 178 22 138 148
"g1593" 71 39 19 45 126 61 80 145 37 22
"g1594" 219 331 810 335 390 95 205 114 183 501
"g1595" 15125 12710 13060 14299 10107 9666 11162 8644 12939 15252
"g1596" 568 483 248 512 867 398 932 806 1131 2805
"g1597" 20681 8225 22254 13307 8261 9806 11308 7287 14252 14059
"g1598" 1660 2021 2386 903 989 293 965 400 1682 808
"g1599" 1615 11154 8735 4023 4975 5072 5334 7320 7713 1857
"g1600" 24967 16389 17213 16880 17503 14238 18607 29382 32274 38665
"g1601" 376 1383 2997 169 2289 1818 5212 1579 516 1652
"g1602" 742 6187 1390 4846 508 1104 2522 2134 214 348
"g1603" 6099 4741 6488 7268 3341 2623 6042 3601 6582 17553
"g1604" 382 1086 1824 1235 3519 1150 1146 921 366 1026
"g1605" 423 457 561 622 351 359 429 188 655 788
"g1606" 5512 8930 6832 5371 4448 3929 2693 4949 8352 9332
"g1607" 3783 2985 2534 1622 3183 2046 2586 2873 2928 3715
"g1608" 163 1431 140 602 1227 333 944 365 1474 503
