"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g3718" 5417 2019 3565 3189 5801 4117 4453 2996 5695 5615
"g3719" 9669 7561 4960 5502 8810 10163 6673 5202 7901 5252
"g3720" 40347 62150 52988 30352 62298 66956 42198 46483 61883 39178
"g3721" 46 52 43 7 12 9 7 2 14 45
"g3722" 21743 16677 16146 12959 17800 12588 16951 16071 18955 23468
"g3723" 869 2779 4514 2222 6679 2860 4298 2502 2083 2221
"g3724" 68 60 86 47 84 79 59 69 86 61
"g3725" 608 478 804 117 690 1713 221 509 52 752
"g3726" 293 201 450 251 337 107 164 141 106 107
"g3727" 6549 9227 17480 1853 3997 4869 18507 9386 46241 13535
"g3728" 267 486 756 693 774 535 869 486 552 530
"g3729" 1058 1415 1151 909 1186 1988 1617 1020 1593 1182
"g3730" 67497 16892 40502 17902 23932 56253 35199 19351 82623 68447
"g3731" 2327 4446 6119 3295 15573 14645 3062 6753 13361 6700
"g3732" 6747 5653 6455 1906 7093 5145 6915 8331 934 5603
"g3733" 527 430 343 351 1562 750 370 541 1097 719
"g3734" 43 90 42 67 96 103 42 54 63 79
"g3735" 883 488 343 373 571 627 796 369 909 672
"g3736" 4384 2711 3753 1425 9716 3265 1741 2419 4854 4291
"g3737" 89 389 273 15 970 20 559 728 46 1670
"g3738" 1411 696 1097 629 2526 321 688 2081 1484 2488
"g3739" 9514 5684 9409 5325 12793 11181 7250 6642 8685 9570
"g3740" 45 408 108 265 70 143 279 266 179 127
"g3741" 502 613 271 391 366 418 233 424 676 565
"g3742" 1096 759 1196 1071 1389 1551 1063 801 989 1545
"g3743" 6681 4420 5587 4856 7149 6068 5144 3451 6727 9871
"g3744" 13785 12609 13982 7141 18096 17842 10661 18028 9056 11255
"g3745" 957 598 895 486 557 705 1146 342 807 861
"g3746" 13055 22248 20886 12906 21570 13325 17490 17169 24069 20376
"g3747" 2086 848 625 1341 1027 1400 1151 1337 1094 810
"g3748" 3814 3036 6326 3131 6012 3935 3330 3260 5396 5537
"g3749" 76 66 115 124 124 20 402 22 89 100
"g3750" 1 160 7 6 107 59 5 0 20 45
"g3751" 28 70 42 52 22 140 84 52 88 24
"g3752" 268 37 29 64 427 15 22 116 165 24
"g3753" 699 115 272 239 1245 686 1342 253 750 831
"g3754" 45 350 1684 49 3359 8 2974 137 313 59
"g3755" 2943 1467 1648 1451 2214 2344 3367 2103 2439 988
"g3756" 8132 6891 10664 5011 11464 6205 8511 6004 13497 11319
"g3757" 1808 2343 2259 1339 4665 3002 2145 2723 3935 2762
"g3758" 237 158 702 362 248 531 124 715 726 261
"g3759" 2401 2370 2491 3743 8606 4550 3806 4752 7873 5858
"g3760" 73872 76433 74881 62235 67847 185122 111957 54319 55454 55569
"g3761" 18560 12119 14335 10725 23185 19286 16261 8101 20953 19409
"g3762" 13498 22953 21965 17754 27372 25746 21693 13697 28910 26968
"g3763" 0 0 11 0 0 0 0 0 1 125
"g3764" 835 1405 865 750 3876 2232 2167 1754 1002 1503
"g3765" 689 871 261 233 175 54 84 126 77 284
"g3766" 18870 20106 19374 22415 28359 26758 11027 11943 19987 20600
"g3767" 1716 880 490 883 1284 911 904 608 647 513
"g3768" 16272 18176 14751 16073 21056 28850 24004 21564 31628 28366
"g3769" 10626 3962 11850 6993 12483 12445 2681 7304 15750 18441
"g3770" 554 619 364 719 690 583 254 1108 1204 670
"g3771" 4284 3002 4374 2514 3815 2089 4385 3263 3299 5502
"g3772" 2843 6785 920 2300 2306 2820 3164 1528 2660 7024
"g3773" 51027 42988 36660 21954 34345 34535 24438 34061 28777 41208
"g3774" 92477 41340 64759 31490 58367 32487 56603 24415 49117 42188
"g3775" 3661 2606 1629 1534 3188 2937 3144 2012 2517 3142
"g3776" 13 43 3 0 8 79 16 15 75 57
"g3777" 34 35 59 19 35 83 57 12 27 12
"g3778" 5229 4203 5318 4481 4850 4490 7282 5627 6565 4902
"g3779" 252 181 300 140 218 305 141 72 285 448
"g3780" 192 191 147 70 160 129 162 118 200 142
"g3781" 24274 6574 14268 10013 15044 15559 21365 7104 9499 7324
"g3782" 1353 1118 1823 1293 3770 642 5202 1154 1001 8138
"g3783" 14917 14837 20344 15268 19691 14413 13827 11797 18789 24285
"g3784" 4366 3604 7167 3038 7369 4369 6753 3001 8775 7282
"g3785" 5795 4063 4387 3214 4437 5378 4871 4933 4882 4540
"g3786" 8 16 20 226 46 247 58 81 6 2
"g3787" 1943 1949 2166 2999 10071 2306 2368 923 3757 2260
"g3788" 256 392 152 176 362 235 279 112 383 434
"g3789" 6098 5507 4048 4987 8840 9753 5874 5751 6796 10352
"g3790" 6910 6055 6837 3751 10592 8159 6056 6268 10778 6807
"g3791" 43 275 107 210 182 74 164 155 50 489
"g3792" 68059 74880 60639 28492 48784 43201 49961 54632 34793 74635
"g3793" 382 220 617 50 481 275 184 459 116 613
"g3794" 394 109 379 84 306 492 333 55 52 206
"g3795" 6757 5019 7749 5420 9720 6733 6410 4945 9410 7443
"g3796" 36 57 7 40 77 29 13 4 98 39
"g3797" 681 11 221 222 58 3094 71 2 4 9
"g3798" 16 4 0 18 31 78 15 8 0 7
"g3799" 11447 17297 7398 11137 13717 23356 12488 8155 15257 21036
"g3800" 20005 19762 24754 9802 22386 21260 13178 9897 17152 17440
"g3801" 3986 2831 2275 1197 3102 1969 1555 900 3432 2285
"g3802" 2922 6364 5166 4188 5614 4257 4212 5027 7499 5277
"g3803" 3935 3074 2121 2889 3776 3401 3137 2867 3615 3423
"g3804" 671 323 1413 667 1095 620 641 423 687 204
"g3805" 22 89 73 83 125 144 26 56 110 159
"g3806" 1332 2657 2001 779 1182 781 737 916 1462 1920
"g3807" 2948 1973 3290 2760 2588 2927 2270 1875 3045 4003
"g3808" 1029 660 596 632 1571 1476 568 1086 2515 1255
"g3809" 5291 6735 4820 5002 6095 7334 4587 3777 5177 5645
"g3810" 39 161 84 16 47 99 48 86 112 108
"g3811" 821 373 1059 378 1382 1090 2774 356 1727 1377
"g3812" 2540 2943 4315 2759 3597 2654 4903 2454 2422 5301
"g3813" 3518 4754 3558 2971 6021 8749 4410 3568 4918 4676
"g3814" 3588 3894 4247 1827 5748 4611 4527 3961 3787 3668
"g3815" 240 359 241 140 199 486 241 123 362 228
"g3816" 21963 25894 23698 21446 37366 35592 34162 16855 26241 33198
"g3817" 1169 1500 594 421 461 723 620 965 1006 401
"g3818" 4660 7414 8809 3083 4016 6116 2605 6612 4879 9006
"g3819" 11524 18055 16734 15153 17834 28979 22103 19006 29509 32965
"g3820" 1345 1057 1773 502 1272 1637 1313 1229 1093 1184
"g3821" 517 963 206 515 301 296 1173 675 296 540
"g3822" 15 6 58 12 11 25 6 4 10 29
"g3823" 1176 897 1040 850 1606 665 1424 692 1572 806
"g3824" 246 193 163 185 431 248 237 90 175 145
"g3825" 12281 4968 6025 5085 12696 10680 8967 6085 10163 18734
"g3826" 2072 1702 2451 1053 5292 1767 2057 1391 2011 2079
"g3827" 43 88 105 11 80 16 68 33 75 47
"g3828" 210 53 19 37 227 511 71 292 55 344
"g3829" 94 73 151 153 223 129 146 91 199 206
"g3830" 1165 632 222 373 889 786 1057 291 1285 758
"g3831" 1652 1223 2651 587 1828 3273 3080 1121 2792 1638
"g3832" 9969 11624 5196 9166 8740 8715 6204 2256 10074 6036
"g3833" 250 377 1207 367 136 360 417 686 147 1486
"g3834" 48 7 503 78 1722 190 19 32 274 30
"g3835" 35719 35067 41534 22661 47205 48347 25894 21348 42229 29868
"g3836" 29274 22667 17194 12432 25107 27524 29080 27155 37652 31470
"g3837" 2 216 0 1 1137 0 714 217 26 346
"g3838" 15 40 69 5 41 39 19 10 57 34
"g3839" 292 296 340 103 160 756 342 142 137 344
"g3840" 248 815 40 227 372 354 163 385 1210 1517
"g3841" 242 76 109 210 44 15 15 232 156 19
"g3842" 2066 907 1116 678 2480 2731 2025 1816 1551 1306
"g3843" 7641 11625 5979 4448 10962 7222 5568 8379 9858 6982
"g3844" 206 212 384 426 300 285 290 65 171 476
"g3845" 59 83 164 70 104 95 15 90 157 97
"g3846" 35 27 27 18 44 25 25 33 34 64
"g3847" 8 52 14 61 67 15 1 20 138 85
"g3848" 9233 11566 2435 7147 13438 7750 3186 1078 23113 5837
"g3849" 2256 1020 3582 1670 6183 2540 3505 2989 3992 2277
"g3850" 387 271 80 80 462 546 178 65 562 218
"g3851" 0 0 50 11 4 15 3 219 10 93
"g3852" 890 2055 2696 845 3733 1559 605 729 1863 2074
"g3853" 9176 2139 13830 5368 3218 4342 6210 3802 19077 10502
"g3854" 53 18 4 0 22 15 20 1 28 276
"g3855" 5818 3671 4965 2404 2942 3493 2041 2024 2621 2105
"g3856" 46 115 181 106 335 65 261 106 323 102
"g3857" 21 14 33 20 31 38 135 20 59 36
"g3858" 62808 19914 53317 51945 65883 56555 39858 34362 60993 65229
"g3859" 538 1191 1118 851 1033 568 1361 1538 1750 3037
"g3860" 11113 5357 9156 12748 8105 10106 7881 15027 15257 6247
"g3861" 32670 38833 33501 18931 40935 25974 42953 26604 42040 36800
"g3862" 42 87 135 19 193 164 19 58 234 28
"g3863" 54 87 75 30 113 44 24 13 16 105
"g3864" 239 92 290 229 363 288 242 199 229 250
"g3865" 19022 13663 5638 15957 21993 12949 8543 10755 11504 26296
"g3866" 615 136 90 187 111 857 246 75 995 783
"g3867" 1502 9781 3890 3766 2090 4339 4700 3016 1856 4707
"g3868" 71 87 57 64 121 95 104 33 21 41
"g3869" 98 381 387 759 701 1233 962 272 2400 550
"g3870" 287 630 1033 34 361 303 673 142 419 844
"g3871" 391 163 490 280 376 577 594 407 460 377
"g3872" 21 23 6 26 4 16 22 50 33 16
"g3873" 8859 7377 4275 5584 11758 9176 4268 2890 4858 11122
"g3874" 253973 258285 224644 204112 242297 81000 154630 180309 307935 176224
"g3875" 1836 990 1131 530 2033 1496 1280 781 1873 2159
"g3876" 66869 71796 72519 31021 52185 83238 28596 56654 44990 53171
"g3877" 22298 37219 24562 13741 31136 33540 30625 53398 51683 21458
"g3878" 18755 22249 39243 17107 28388 34318 32501 22424 25826 27345
"g3879" 27 18 20 14 34 28 29 14 30 30
"g3880" 56 54 8 22 11 19 63 78 40 163
"g3881" 33 26 54 13 58 49 43 58 57 45
"g3882" 81194 57002 48025 39933 131034 77430 59070 38811 77900 105913
"g3883" 9175 5798 17063 4060 9774 5481 6197 4813 8949 5181
"g3884" 7737 636 3902 6018 5573 41744 29561 1341 9863 4523
"g3885" 62 253 287 109 317 224 173 151 188 329
"g3886" 37416 20277 25163 12928 28676 28997 22948 16366 21661 21822
"g3887" 6877 5034 7166 4286 6807 6325 5040 3388 6655 7093
"g3888" 528 243 478 323 358 383 679 533 393 704
"g3889" 251 266 312 111 824 11 260 361 603 104
"g3890" 69 0 586 4 21 96 626 37 43 200
"g3891" 84 232 75 247 161 35 273 111 4 252
"g3892" 15184 18994 20196 17512 27015 29230 23400 28785 26609 23610
"g3893" 228 29 68 60 86 91 57 119 128 137
"g3894" 1270 1397 5398 2690 2853 3700 3478 1813 2081 2792
"g3895" 430 268 243 329 435 634 349 368 518 365
"g3896" 1683 1351 1631 1207 3421 1284 560 1458 2502 2129
"g3897" 47 35 22 67 40 50 57 28 37 10
"g3898" 150 73 8 287 531 182 1 712 222 414
"g3899" 1364 425 2035 1090 1840 2888 921 1392 1176 2510
"g3900" 9531 10385 17041 11288 17596 14717 15940 9832 19642 18284
"g3901" 1783 1676 4425 5241 2521 3289 803 2606 3653 793
"g3902" 6499 13303 21157 2896 17212 9487 9828 9041 281 21957
"g3903" 1713 3064 4604 1987 3942 4831 1880 1816 2450 2640
"g3904" 1043 687 966 669 1011 1074 846 549 1173 1128
"g3905" 146 173 159 43 344 404 313 370 396 190
"g3906" 52810 87646 45736 30966 73360 51239 62135 38498 43122 41566
"g3907" 894 70 39 34 313 177 15 210 147 320
"g3908" 43 2011 1041 165 109 146 19 615 2773 232
"g3909" 3680 3514 5745 3415 8246 5795 8190 2201 2593 5612
"g3910" 1318 541 502 771 817 1545 386 850 1925 1770
"g3911" 5084 2609 5417 2776 6103 5374 4519 3172 6056 6132
"g3912" 4336 2377 3524 2028 6887 7451 3100 2367 3836 2851
"g3913" 4670 2574 7332 4501 6351 3961 4279 2057 5458 2186
"g3914" 1716 383 13 797 1195 32 475 6 6 870
"g3915" 691 230 613 349 100 612 216 1294 747 804
"g3916" 23277 15284 13226 14694 29151 14924 14960 4197 25536 22286
"g3917" 2123 1883 4929 2849 2443 2832 4535 1685 2286 2620
"g3918" 7154 7723 5726 5013 9477 6791 6266 5597 11763 9390
"g3919" 428 531 449 532 833 369 927 667 1359 949
"g3920" 109 12 27 28 263 10 72 29 50 16
"g3921" 6518 2826 1222 481 6996 5228 5619 3009 13960 2456
"g3922" 350 205 768 74 776 499 46 47 56 1012
"g3923" 503 79 797 341 1038 655 815 750 1166 724
"g3924" 5011 4157 6783 7399 5421 7358 6144 4339 8566 7345
"g3925" 28045 19157 24749 28771 63111 41455 36257 39088 48661 34390
"g3926" 339 383 500 708 440 1467 440 515 881 612
"g3927" 13 14 11 1 49 0 371 17 8 1
"g3928" 73 86 88 54 109 58 44 76 34 106
"g3929" 67566 90260 12496 31294 52447 30665 54787 37130 51982 29123
"g3930" 1158 389 1368 818 320 874 1177 471 1118 1826
"g3931" 3874 2671 10820 3392 1706 4043 6855 5667 12774 8626
"g3932" 226 331 247 117 385 264 215 83 550 699
"g3933" 25848 10271 27953 12546 29939 29625 24208 24243 16256 40505
"g3934" 2893 3080 6875 1794 6501 1777 5964 6043 3744 3962
"g3935" 791 1814 655 278 495 1272 844 569 1410 772
"g3936" 278 265 176 153 174 258 325 165 258 181
"g3937" 16499 19383 16319 5379 18637 18994 20106 10666 18184 18222
"g3938" 20 1 56 3 25 3 11 74 22 146
"g3939" 19597 32766 30052 27891 24347 20425 45739 47731 57167 32839
"g3940" 57 57 114 48 10 83 46 19 18 1
"g3941" 73157 35216 42020 13407 88669 108033 37219 33303 60832 89402
"g3942" 26 0 27 0 0 0 24 56 0 2
"g3943" 0 196 915 26 162 9738 77 11 310 184
"g3944" 1841 3665 752 667 2790 3792 1357 395 3547 998
"g3945" 61 60 62 57 93 69 49 52 82 80
"g3946" 418 248 458 50 858 191 331 445 363 488
"g3947" 8 0 140 71 8 144 78 3 0 511
"g3948" 804 655 598 563 1788 1326 314 397 847 954
"g3949" 673 439 834 915 1039 2147 1144 854 639 838
"g3950" 7 26 39 91 187 103 192 72 69 81
"g3951" 2794 1711 2469 1252 2874 2377 2745 1728 3666 2525
"g3952" 2493 2689 1455 469 2624 601 1597 2560 1666 2496
"g3953" 11821 17500 2222 9051 18208 5340 9601 9419 11784 4142
"g3954" 264 747 1102 122 782 321 806 20 1254 152
"g3955" 1980 2252 3779 1622 5133 5969 2341 2627 2849 3215
"g3956" 585 426 198 973 227 204 1258 736 246 507
"g3957" 10727 22588 24965 15869 33370 24056 26628 20457 26512 58307
"g3958" 324 392 32 561 1091 372 44 44 228 626
"g3959" 3475 508 2711 2604 3381 1329 4064 2797 2531 3462
"g3960" 34685 8689 12671 14198 40751 31447 32429 13856 50587 8200
"g3961" 2390 2049 1944 1938 2728 3170 2127 2132 3342 3068
"g3962" 5776 5262 6827 4583 10458 6272 8605 6316 10556 6275
"g3963" 50728 26690 38524 17918 121660 45666 164074 12183 34529 29823
"g3964" 6 6 46 37 98 28 43 7 33 34
"g3965" 124 288 461 226 298 242 201 181 150 311
"g3966" 99 112 47 13 3 8 8 27 59 25
"g3967" 60 18 39 92 63 28 12 82 85 10
"g3968" 608 675 696 700 1075 553 619 557 609 1579
"g3969" 16471 18769 13077 13551 19123 20489 22872 17457 23807 21867
"g3970" 748 586 838 321 544 985 391 374 403 947
"g3971" 10 0 8 270 55 15 18 3 0 14
"g3972" 11314 8159 14553 9601 26685 5816 14427 5382 11002 23556
"g3973" 538 488 704 386 404 558 409 390 1021 806
"g3974" 782 383 521 440 974 864 678 695 588 716
"g3975" 11881 7194 3366 10652 3591 10902 7591 2773 2452 8037
"g3976" 7256 4245 4663 3986 15749 3907 5536 5310 6123 8688
"g3977" 6 14 17 57 4 7 2 125 57 42
"g3978" 12 39 3 59 10 13 5 46 47 39
"g3979" 34645 24012 23851 33972 27110 27597 46760 21831 39087 43065
"g3980" 808 741 1074 742 2280 955 611 671 330 1631
"g3981" 61 89 127 40 108 115 102 109 75 121
"g3982" 93 0 30 1 4 0 2 18 12 0
"g3983" 17496 13450 13215 11794 15852 18048 14953 11280 19643 15482
"g3984" 2144 991 735 1895 1040 764 68 372 2830 1469
"g3985" 66577 86695 108448 68471 136555 146185 63393 78687 121847 79709
"g3986" 14023 7728 9684 4810 14517 12930 18009 11660 17023 7658
"g3987" 504 217 949 513 780 673 634 899 1698 658
"g3988" 4910 4429 4524 3083 3775 8435 4920 4939 5595 6394
"g3989" 113 2 215 40 99 31 367 103 57 63
"g3990" 3294 3931 2515 1777 1794 2221 3920 2510 2460 3204
"g3991" 303 239 510 271 487 618 403 149 336 106
"g3992" 6965 5286 6481 6312 5302 2255 3781 3411 11648 11073
"g3993" 0 20 71 1 21 26 22 10 44 48
"g3994" 924 525 1145 661 2462 1752 994 1728 685 2081
"g3995" 232 349 369 313 310 335 298 253 369 442
"g3996" 3582 3019 5255 2500 5552 4894 2649 2132 5154 3172
"g3997" 2238 3221 3402 1907 3168 3641 2868 1791 3042 4535
"g3998" 1057 1754 1467 2186 2571 2518 2625 4502 5602 1076
"g3999" 71151 75705 72436 42144 46800 76088 101494 43502 103917 81197
"g4000" 443 362 277 135 244 297 271 155 423 227
"g4001" 120 201 136 158 122 188 197 151 239 164
"g4002" 161 530 113 116 264 799 319 536 625 126
"g4003" 1917 808 2618 942 3368 420 3771 2085 578 1698
"g4004" 3062 3262 5686 4155 7173 5932 4381 3504 5769 4866
"g4005" 926 276 295 135 543 507 430 422 731 442
"g4006" 0 0 652 2 0 1 4008 0 3651 27
"g4007" 556 1189 672 409 701 707 441 304 617 393
"g4008" 166 357 128 110 555 464 244 365 495 405
"g4009" 677 189 187 307 599 999 258 264 843 485
"g4010" 4079 3869 47 408 1020 3915 2901 300 2477 7668
"g4011" 4675 3543 8366 7718 13336 8279 7743 6131 13873 9762
"g4012" 2415 3612 2804 1879 1674 2765 3155 2062 1502 2714
"g4013" 8994 4172 3811 3615 7001 5090 4226 5705 4685 6717
"g4014" 15542 15805 16379 12530 24536 18171 23210 14910 19855 30527
"g4015" 33004 34922 36907 31965 40996 26584 31812 33921 38763 38618
"g4016" 43528 54193 80180 51367 100249 76841 86327 68853 81821 113187
"g4017" 8188 5811 5459 4162 7459 6667 8303 7735 10045 8797
"g4018" 143 68 251 138 161 220 329 222 26 126
"g4019" 229 144 173 151 216 263 369 310 258 389
"g4020" 2311 473 1391 11 9011 6939 1433 1729 1402 808
"g4021" 914 1108 2219 5655 76 686 19 796 2859 1765
"g4022" 331 283 288 113 550 296 181 251 292 238
"g4023" 220 113 391 198 393 697 536 273 961 497
"g4024" 1155 1322 768 321 667 1759 230 824 1267 2275
"g4025" 124029 80005 65950 53963 74001 78280 95716 50469 83833 72767
"g4026" 41 85 73 125 110 81 118 43 90 145
"g4027" 4466 785 3004 1491 3153 3127 844 2782 2397 1842
"g4028" 26955 12549 18494 17925 23020 21741 31980 13243 25048 23162
"g4029" 242 8 57 122 175 522 20 60 379 188
"g4030" 44 61 65 48 49 65 43 38 51 49
"g4031" 80 55 31 48 69 100 86 44 5 72
"g4032" 3023 3158 2127 3255 3730 1981 4747 2296 3451 4411
"g4033" 2860 2418 2887 1987 4935 3674 2810 2489 3473 3003
"g4034" 4887 4029 4503 2463 3791 1861 2968 6750 7785 9377
"g4035" 27 21 29 26 29 22 32 18 27 21
"g4036" 3436 2404 3443 2029 4233 4500 3586 4667 3629 2984
"g4037" 1780 2176 1185 1532 1628 791 2412 1674 279 1663
"g4038" 587 390 382 554 817 2069 121 1049 1318 2829
"g4039" 703 483 691 818 627 571 860 512 994 1124
"g4040" 47145 42123 29787 13942 68527 27925 63654 87483 81517 79360
"g4041" 5928 2918 4675 1982 5882 3745 4100 2952 9464 6370
"g4042" 33945 38878 29324 36176 59431 33608 35588 27988 50965 45967
"g4043" 497 329 193 244 543 307 1009 335 396 581
"g4044" 36772 42281 39731 29727 48863 58281 42881 34465 49555 42331
"g4045" 6047 5253 4434 4379 9418 6009 6142 5065 5277 5640
"g4046" 31 66 15 15 52 67 23 52 92 12
"g4047" 2421 2638 2288 1685 1805 2427 3345 2076 2191 2481
"g4048" 289 380 395 245 428 521 229 314 842 450
"g4049" 8002 7508 5691 3988 5772 5763 7467 6157 6133 7447
"g4050" 750 646 2163 846 1489 775 1578 491 1383 1879
"g4051" 30 6 25 10 5 65 11 37 11 27
"g4052" 18605 28794 27222 17726 33357 33262 41065 29425 34692 39983
"g4053" 616 608 717 339 748 176 420 190 608 315
"g4054" 19326 28508 34859 12861 41026 16838 15172 12758 18952 14720
"g4055" 18717 13630 13250 9258 16810 13476 9550 7205 17917 14168
"g4056" 616 1798 1693 1101 1406 735 341 3375 557 1090
"g4057" 1449 689 1367 568 958 1617 596 388 1269 835
"g4058" 54317 30910 41737 24343 18127 38385 23760 27014 29062 39504
"g4059" 6886 13264 17428 8220 14370 5777 24644 10183 12393 59565
"g4060" 630 926 641 640 1567 835 601 807 960 1131
"g4061" 32929 27844 76474 40112 117962 54637 59696 45531 52378 115729
"g4062" 18057 19930 28216 19196 24687 43690 25721 11978 22110 44978
"g4063" 3975 3789 3616 2480 5327 4858 4500 2916 4862 5193
"g4064" 211 69 30 36 38 119 114 51 143 126
"g4065" 119 105 25 113 1657 83 1595 599 395 398
"g4066" 1957 1458 1219 818 1502 1182 1480 1636 2251 1277
"g4067" 2054 3218 3185 1801 6301 3242 6045 3512 3006 5010
"g4068" 86330 100634 135400 112067 150351 110637 146775 154551 197168 208300
"g4069" 677 565 657 588 672 816 804 555 854 600
"g4070" 385 68 157 191 230 307 241 180 180 170
"g4071" 1734 15574 319 21811 3597 4398 2295 217 10610 5670
"g4072" 10264 4108 4992 2407 8596 10398 3997 3022 4272 6690
"g4073" 16011 13635 11788 9119 15566 12634 14165 9789 11180 12291
"g4074" 4423 6534 4858 3168 4704 2942 3024 4022 3798 4093
"g4075" 1 10 20 36 33 46 94 29 6 53
"g4076" 197 17 15 45 77 20 49 43 13 21
"g4077" 53 60 19 3 29 30 14 20 106 36
"g4078" 101 115 143 130 172 303 139 131 202 150
"g4079" 1315 877 833 400 996 1132 1510 803 667 1027
"g4080" 71758 43399 112652 44123 60935 106887 47088 108524 142991 59846
"g4081" 16112 11642 13625 10400 21133 18775 11082 9193 14242 18290
"g4082" 4171 4468 2803 3367 3290 1368 4309 2009 5746 5677
"g4083" 43 242 750 425 2128 4165 3887 32 189 140
"g4084" 596 1481 1726 590 1204 167 351 280 1056 1027
"g4085" 69 143 360 293 52 113 557 321 208 301
"g4086" 354 433 259 183 201 245 303 464 468 703
"g4087" 1 11 2 315 7 130 2 4 57 46
"g4088" 79 9 8 6 336 91 32 0 0 5
"g4089" 428 451 1545 1187 93 599 817 184 997 4684
"g4090" 774 975 1133 2855 1322 683 1753 1962 797 3319
"g4091" 8218 12478 11918 7456 16233 5458 5662 10885 14943 10427
"g4092" 151064 71694 68287 53386 115959 114953 174015 85245 143178 99831
"g4093" 74 62 66 47 33 77 81 25 48 35
"g4094" 15127 14115 16683 9218 9974 13365 16712 10511 18396 17683
"g4095" 70 26 72 11 38 6 2 37 23 54
"g4096" 5949 3896 4592 3135 3045 6589 3833 1398 4172 6716
"g4097" 3616 3440 2867 3450 3826 4743 3495 2930 4636 4406
"g4098" 674 1286 1386 401 1921 2318 784 970 2090 954
"g4099" 82648 28989 11279 42685 30370 18696 42914 42446 13988 100760
"g4100" 4810 15 0 67 4316 36 482 0 3439 12181
"g4101" 82 67 62 42 104 101 50 43 91 105
"g4102" 2618 2225 4199 2726 3241 1823 2529 1948 3312 2310
"g4103" 419 360 215 299 764 459 682 587 566 655
"g4104" 43 51 51 47 60 72 47 43 48 60
"g4105" 32275 28971 28987 21864 35772 29841 31031 24804 40457 39272
"g4106" 11177 19517 17626 12379 27641 10297 21125 20650 7891 23762
"g4107" 67 55 13 1 26 342 175 0 304 0
"g4108" 126 29 323 134 139 280 307 23 61 112
"g4109" 34 26 32 26 45 31 32 29 36 29
"g4110" 6 249 134 64 34 27 4 162 97 30
"g4111" 531 4012 3563 2313 8250 510 5167 7375 8180 4592
"g4112" 1525 1070 1618 1714 1221 1167 1521 1117 1141 2206
"g4113" 1134 360 56 342 679 346 1159 679 786 1281
"g4114" 168242 182242 188115 168651 165180 171739 227317 190885 256992 243124
"g4115" 10775 7537 9230 5445 11851 12422 7273 6254 12214 10435
"g4116" 539 215 39 18 27 141 30 63 82 301
"g4117" 6194 4595 2486 3300 9105 4781 2454 2721 6849 6118
"g4118" 11333 4606 12122 12488 11318 10287 15284 17864 9219 3809
"g4119" 21527 17615 18863 17994 21796 20843 15959 19647 23051 29293
"g4120" 9298 8414 5829 4942 6555 8905 5683 3983 12225 10707
"g4121" 69907 86549 29896 55326 75147 78165 83423 58178 86332 123021
"g4122" 11618 12773 14173 6414 16543 12963 8670 5417 12393 7550
"g4123" 14231 15408 11645 19616 7130 10090 6177 6372 7795 24839
"g4124" 406 413 303 416 597 346 270 274 235 404
"g4125" 1719 6426 6381 2701 3511 2736 6854 5133 4392 6448
"g4126" 69 17 11 49 22 107 15 1 9 11
"g4127" 33 61 2 9 43 0 111 0 6 3
"g4128" 193 156 206 217 459 375 219 581 256 163
"g4129" 3782 0 5830 9821 1619 430 17 0 0 3
"g4130" 12002 15784 4274 3694 13550 6044 4413 7799 5250 10153
"g4131" 94 19 25 14 4 4 11 32 4 41
"g4132" 15562 23530 8219 10006 14652 6181 7272 5295 15002 15427
"g4133" 706 762 769 1330 1296 663 888 1653 883 1156
"g4134" 164 155 365 212 257 382 223 439 404 273
"g4135" 281 10 147 565 5 263 76 1143 20 3
"g4136" 9738 9136 11980 3041 13209 16023 8401 4685 14529 14663
"g4137" 417 453 45 479 646 316 664 412 464 457
"g4138" 2693 3615 2457 3834 4779 2370 2687 3488 3608 5797
"g4139" 208 212 127 126 175 274 186 107 239 136
"g4140" 10014 2947 11071 4184 8563 6385 6013 3659 1545 10494
"g4141" 1802 3991 1803 3187 3794 3467 2349 3602 9455 3443
"g4142" 39 169 285 92 132 210 97 127 123 163
"g4143" 105 3406 68 93 184 368 92 36 155 375
"g4144" 4064 4177 2411 2800 4689 4625 5281 2228 4874 3579
"g4145" 26825 21191 24064 19749 24895 29875 33708 22091 29457 28679
"g4146" 55 40 37 36 81 81 53 47 63 97
"g4147" 47851 14711 30879 15351 25859 9469 21040 28796 47530 58612
"g4148" 74 17 43 21 36 72 8 36 107 76
"g4149" 6324 10018 6168 11137 5103 11450 7548 9416 10691 6819
"g4150" 17472 8604 13648 28711 21770 13920 16075 18689 26136 10031
"g4151" 2116 447 2333 732 479 2819 2616 367 3350 2327
"g4152" 431 885 2557 818 1784 2064 3210 2281 1190 1433
"g4153" 138 101 52 63 182 143 26 66 193 102
"g4154" 19 20 23 10 26 26 23 16 21 15
"g4155" 26 41 3 5 59 92 0 70 61 1
"g4156" 1074 1370 971 787 2941 1859 850 1757 1349 1659
"g4157" 417 211 354 215 280 306 186 191 353 428
"g4158" 2354 1831 1478 1283 2457 2288 2348 1184 3430 2061
"g4159" 413 1241 798 1036 2513 1197 3022 762 2949 4468
"g4160" 1907 3412 6218 2307 1714 1455 3592 1808 2249 4915
"g4161" 0 0 51 9 0 2 109 205 90 247
"g4162" 2159 1269 1569 297 2470 113 2718 2925 337 436
