"sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10"
"g2495" 8290 3542 2409 8705 4103 2341 5204 1623 7361 1693
"g2496" 47 19 51 50 20 58 40 96 62 27
"g2497" 132 32 829 40 183 666 110 639 469 20
"g2498" 18363 6784 23404 12503 18854 28392 9826 21214 42309 9888
"g2499" 1402 563 1042 1142 23 1058 290 1 1728 273
"g2500" 7436 29561 6391 5560 7191 13702 8249 23402 8719 7207
"g2501" 2408 1892 2552 1203 883 2489 962 2069 2709 941
"g2502" 416 149 298 464 301 120 196 346 212 160
"g2503" 12539 12475 22197 20526 6339 10117 2355 33579 18025 11345
"g2504" 18 5 39 33 2 72 162 10 63 61
"g2505" 129 251 646 325 369 687 468 629 408 200
"g2506" 2166 1161 1141 2023 1408 1765 1605 1555 2301 1039
"g2507" 848 905 555 365 758 254 440 866 510 498
"g2508" 2672 693 2936 645 3153 5484 1371 1704 2193 741
"g2509" 380 515 463 717 429 701 433 710 571 340
"g2510" 22349 9233 3168 11231 6166 20551 6835 35358 7813 6228
"g2511" 197 79 32 11 6 78 176 2 77 70
"g2512" 7232 8651 4626 7051 7447 4422 6998 5914 6274 2840
"g2513" 847 597 684 598 571 570 225 1297 684 386
"g2514" 8 8 24 8 37 70 35 8 79 53
"g2515" 746 339 1158 1924 1424 1281 786 2516 2124 1196
"g2516" 49739 38643 63151 43188 42033 39962 42451 66103 74065 31824
"g2517" 2913 2910 3599 5883 3435 4760 2660 5295 2340 1663
"g2518" 2037 9575 18424 2547 3390 4353 8039 4280 5961 3702
"g2519" 3294 1707 2446 2854 1747 399 1845 3399 4698 3073
"g2520" 5429 6413 3849 6016 2624 3996 3454 4656 5822 2417
"g2521" 33657 34283 36322 33358 20905 34725 17948 44611 46369 26365
"g2522" 4958 4458 1851 537 2148 3229 2934 4157 3586 3614
"g2523" 367 253 133 161 202 524 219 781 369 220
"g2524" 1444 1403 2930 1543 1264 2880 907 3276 2688 545
"g2525" 256 153 458 412 240 215 319 165 361 288
"g2526" 20634 6444 8568 5407 7828 8720 3355 10363 17610 8341
"g2527" 4367 4571 3267 4877 2463 3861 2057 6039 4720 3146
"g2528" 67 81 49 61 48 82 50 24 43 34
"g2529" 384 359 212 500 311 339 318 387 175 400
"g2530" 16280 15691 18747 11104 14713 15377 12677 26583 25346 13402
"g2531" 1084 1438 1014 1033 1976 1863 1184 1700 2588 967
"g2532" 24 3 28 27 10 17 12 37 90 33
"g2533" 1 34 25 26 3 32 0 7 13 33
"g2534" 5062 3523 5007 2269 1708 3629 1316 7926 4324 2803
"g2535" 623 468 156 536 318 198 119 260 1304 303
"g2536" 619 54 712 548 448 535 14 880 224 325
"g2537" 30 20 114 38 11 15 19 34 2 3
"g2538" 4 6 19 23 46 13 74 20 47 116
"g2539" 24445 22971 20859 28374 25287 13407 23383 19492 21988 11067
"g2540" 54 8 53 2 6 23 8 60 6 11
"g2541" 23599 22644 11904 9642 12333 17250 17136 18106 18143 18271
"g2542" 22075 13924 16546 24942 13295 18620 13367 34867 33432 12862
"g2543" 167 111 55 254 139 126 21 54 136 75
"g2544" 165 100 108 96 54 117 94 133 74 67
"g2545" 6663 7070 4311 6334 1991 2423 4612 2300 8043 2770
"g2546" 468 63 220 115 97 158 79 198 74 113
"g2547" 4152 1474 1191 8356 2365 1855 3860 2314 4221 1920
"g2548" 24 129 28 129 58 32 62 80 96 27
"g2549" 2989 3806 338 1256 7008 3667 7365 9932 1554 6631
"g2550" 100 26 50 68 77 47 45 55 46 71
"g2551" 98 102 77 142 128 41 71 55 130 138
"g2552" 137 16 251 25 7 63 1 26 114 29
"g2553" 1473 1199 2287 565 550 3039 1021 2913 1046 1067
"g2554" 39 18 38 54 13 61 72 114 7 25
"g2555" 801 1458 711 729 993 265 790 1180 999 367
"g2556" 381 222 192 191 218 236 488 64 413 128
"g2557" 330 287 314 316 407 553 388 1215 608 454
"g2558" 5498 7095 14753 16832 34647 8583 10973 13723 28067 3418
"g2559" 2 18 48 34 127 0 0 14 22 4
"g2560" 11957 5242 2934 3745 1825 4101 5167 8597 10678 5712
"g2561" 7591 7303 7104 5425 3954 9910 3531 11129 17956 5295
"g2562" 2105 939 1646 2152 1526 1675 1960 1819 1701 1089
"g2563" 157 98 10 97 19 3 1 88 13 20
"g2564" 35355 40914 31982 35981 29494 34053 32806 43175 52574 23366
"g2565" 11141 12465 9241 11957 8676 5575 11017 10929 11897 4179
"g2566" 908 98 108 233 62 326 122 195 363 112
"g2567" 40537 40567 27012 33137 29690 32489 26592 47735 39260 23151
"g2568" 30688 20044 12001 19372 25322 17964 11607 20995 28110 11656
"g2569" 13047 12230 8445 7898 6051 10920 4083 9499 9835 4723
"g2570" 3512 5479 4699 5058 4910 2416 2751 4790 2473 1874
"g2571" 9706 7094 8185 5938 7122 8145 21243 5076 14867 13135
"g2572" 197 249 344 457 335 229 427 584 529 226
"g2573" 3474 934 2118 628 314 1346 5727 4408 695 1165
"g2574" 8 10 4 16 0 1 15 68 5 4
"g2575" 48 43 301 164 74 33 98 25 204 58
"g2576" 929 768 813 478 978 591 542 885 1296 631
"g2577" 5243 3075 4493 4238 1768 2254 4195 2022 4145 661
"g2578" 114 20 30 20 19 32 57 68 41 6
"g2579" 10496 8614 7872 7247 5130 6906 7628 9708 9368 4585
"g2580" 13481 13086 6474 6331 7307 4228 3586 10401 6912 3429
"g2581" 8334 9860 5822 8768 6666 7035 7018 13844 9918 6321
"g2582" 285 349 237 113 458 730 306 379 935 456
"g2583" 2654 3859 4703 7122 3202 4449 3965 3315 5270 3388
"g2584" 60293 68507 70351 67066 61256 63691 60151 86894 100364 53614
"g2585" 9448 20190 6596 8666 7268 8928 10245 11762 11746 8665
"g2586" 7510 6387 2459 3592 3809 2402 3872 6579 3942 2254
"g2587" 28905 51893 40544 41760 26786 37123 28587 53602 52397 17621
"g2588" 62 130 111 81 26 399 54 151 65 91
"g2589" 1190 433 850 1430 909 886 526 950 1084 286
"g2590" 28 252 37 72 52 81 256 112 30 31
"g2591" 28384 57450 20254 44830 46481 30257 37306 31521 52362 30391
"g2592" 9028 5394 3574 8577 2472 4063 3470 6694 4421 3774
"g2593" 131 192 407 781 390 919 719 651 1106 815
"g2594" 80592 59558 61256 71088 46309 61712 50833 88738 71354 45221
"g2595" 3478 3063 4749 6523 3624 2896 1954 5745 4975 3410
"g2596" 534 77 0 0 0 0 0 0 225 106
"g2597" 8739 8927 7361 3114 15900 4142 5218 8278 18770 5711
"g2598" 6593 8072 9311 9689 6502 4734 6331 11511 4137 3877
"g2599" 2050 836 498 971 1226 1678 877 1750 1276 600
"g2600" 75 150 31 24 68 24 63 53 61 84
"g2601" 11 11 31 41 86 0 97 10 16 4
"g2602" 123 185 88 111 115 98 111 252 91 77
"g2603" 2779 12 27 1126 588 2717 370 2707 698 492
"g2604" 17797 5090 6078 9894 8924 6773 4823 6861 11248 4731
"g2605" 83 0 13 9 6 13 12 27 23 13
"g2606" 2026 1522 623 2204 1949 1717 1135 1680 3901 930
"g2607" 1246 1219 642 2097 742 1199 983 1596 840 637
"g2608" 338 332 459 309 352 454 236 544 859 422
"g2609" 5452 5816 5184 7399 7663 4811 7188 4187 6981 3422
"g2610" 3845 1387 1744 2610 2249 2742 1535 1431 4725 1931
"g2611" 821 245 313 679 227 341 463 461 395 128
"g2612" 34536 16287 14890 13391 7096 10679 12943 14985 25625 12591
"g2613" 8189 8290 6935 7520 8646 4715 3527 4765 12806 3990
"g2614" 44 47 15 13 8 22 42 28 76 58
"g2615" 12999 6849 7316 10485 10970 11307 3975 11225 8917 6139
"g2616" 4015 6987 4837 4572 7707 5493 6807 8485 7795 4545
"g2617" 2610 1245 3674 932 1185 1583 4357 5796 1334 753
"g2618" 5716 7957 5601 20597 3930 7764 7665 11321 8048 3197
"g2619" 118 172 51 317 376 166 25 32 68 405
"g2620" 170 70 99 141 25 133 68 57 175 53
"g2621" 134 320 379 339 249 307 184 291 664 355
"g2622" 1746 2068 2891 924 3109 1836 2085 2016 3656 1941
"g2623" 30808 39192 40105 43080 48816 35314 40018 46969 59183 35210
"g2624" 92 79 76 92 78 77 80 102 130 56
"g2625" 8050 11174 7648 7857 5644 5802 5143 8808 11775 5925
"g2626" 310629 311611 213774 178668 116909 308581 202584 224662 202985 55580
"g2627" 4648 2759 1356 1813 2229 2204 1780 1777 2002 939
"g2628" 365 208 229 322 150 148 123 168 225 74
"g2629" 20212 15116 13740 19857 11491 10771 12221 17021 17938 10982
"g2630" 85 115 104 121 127 77 85 270 283 134
"g2631" 78 1 2 1 0 127 0 34 6 11
"g2632" 1065 1067 853 728 1045 716 978 1254 1563 670
"g2633" 8745 1612 1502 2246 2933 1423 445 5204 3282 405
"g2634" 33 26 25 21 24 20 25 35 32 17
"g2635" 1 104 58 372 819 391 10 1084 75 19
"g2636" 16822 9209 8653 10703 7625 13703 11390 14053 28299 6721
"g2637" 0 0 0 0 0 0 0 0 0 11
"g2638" 7990 4853 3680 1595 1278 2708 1033 1970 4661 2439
"g2639" 2900 2992 2606 2678 2532 1875 2110 2530 3427 1845
"g2640" 171 176 94 189 106 205 155 200 398 61
"g2641" 27 29 9 27 0 40 1 39 12 15
"g2642" 419 423 393 530 341 468 558 590 471 446
"g2643" 54706 51547 32509 55335 31168 22420 42628 54564 56048 32427
"g2644" 13583 6979 18525 7838 2772 3859 3634 5319 7530 3665
"g2645" 5326 10459 5163 7311 2661 8605 7245 9688 4986 4811
"g2646" 23135 18899 12003 19568 15393 30478 9791 13542 24846 11454
"g2647" 307 408 289 694 237 201 475 403 679 443
"g2648" 39025 62588 33600 36996 36631 46473 26510 41009 53476 44034
"g2649" 30 99 9 269 58 0 50 3 779 321
"g2650" 21040 33128 10623 21334 27334 6860 16790 6456 16849 11685
"g2651" 1172 1425 1165 390 746 1051 523 636 237 935
"g2652" 3122 3950 1196 2217 982 313 115 770 711 172
"g2653" 4597 4480 3523 3079 2308 2175 2974 3763 4711 4769
"g2654" 7708 4074 4047 3322 2827 2568 2735 5799 6378 2587
"g2655" 25 0 4 29 28 0 16 14 96 35
"g2656" 489 431 454 534 530 325 451 602 563 290
"g2657" 6055 6170 10500 7748 5223 9152 4906 9961 9391 4286
"g2658" 37235 24977 23344 25818 19545 18622 30397 32927 35016 16108
"g2659" 13492 12895 12386 15009 11210 11358 11118 15450 20010 9052
"g2660" 22536 14401 23249 29374 14854 16395 10876 12236 28904 20146
"g2661" 40 137 11 300 55 107 93 9 264 256
"g2662" 4365 3398 3291 5431 3661 3473 2430 4505 3618 3218
"g2663" 3833 3819 5264 3286 3452 3467 3053 4752 5316 3142
"g2664" 72 56 3 36 13 16 42 8 232 40
"g2665" 444 597 262 349 577 180 1024 1366 673 1091
"g2666" 8529 6094 5514 5140 4991 6948 6726 8384 12998 7653
"g2667" 25 12 97 103 49 15 14 91 57 10
"g2668" 2707 1600 2918 2135 1780 1843 2030 3198 2918 1433
"g2669" 551 2614 2411 1977 1313 2718 1298 3069 1880 475
"g2670" 1029 450 975 1686 959 1032 666 911 1267 552
"g2671" 1201 1593 1074 1167 640 1781 1615 1774 1382 737
"g2672" 47805 43191 46302 64590 32067 51616 36980 48651 94337 34378
"g2673" 2153 498 1289 879 902 695 654 1339 1405 1051
"g2674" 9427 6035 4457 3873 10027 1965 649 29 2523 1891
"g2675" 507 886 646 737 606 481 637 956 661 452
"g2676" 22131 28705 20020 22288 5530 29650 16726 20980 13961 8771
"g2677" 7746 7082 3336 4835 6586 5222 5023 7667 5870 4332
"g2678" 379 340 350 350 566 563 469 927 239 572
"g2679" 1556 1095 720 670 631 975 954 1753 1382 612
"g2680" 21009 18341 7551 54367 7680 6548 13575 31987 10723 7438
"g2681" 37 36 62 36 37 60 56 111 156 38
"g2682" 504 617 706 820 586 667 519 663 543 458
"g2683" 206 232 123 89 239 544 225 671 405 130
"g2684" 6678 2635 5694 4240 2543 4947 5121 9657 2434 2403
"g2685" 71 41 30 33 50 65 38 92 44 30
"g2686" 77 60 20 54 23 35 55 29 31 12
"g2687" 6944 12512 6 4 70 1865 2223 1264 89 3894
"g2688" 100 105 0 1 212 290 0 101 123 217
"g2689" 15678 9753 17740 15522 14300 6854 12194 14315 19307 10398
"g2690" 697 627 361 873 1639 661 486 1364 881 992
"g2691" 34 73 16 30 53 30 51 17 72 39
"g2692" 706 640 1564 1025 419 787 803 1191 1014 596
"g2693" 6913 5283 6057 842 6398 12076 6407 7746 19792 2710
"g2694" 2952 3617 3726 2438 2519 2741 1983 5402 3293 2181
"g2695" 12358 10175 10189 11808 10420 14398 11929 19974 12427 5618
"g2696" 11373 34832 10532 5397 14211 8455 11056 24319 17660 15411
"g2697" 240 0 16 225 4 21 24 4 2 64
"g2698" 3998 5108 2394 2564 2816 1395 3449 5856 5095 3058
"g2699" 13603 10070 10819 13843 11601 14558 15073 20857 20325 12573
"g2700" 589 536 893 815 1100 1075 734 541 2384 625
"g2701" 20637 18547 17332 13596 6177 30015 12969 27891 23931 26610
"g2702" 24 23 18 18 12 23 19 40 27 24
"g2703" 19547 16775 22748 21173 13456 26225 16436 29528 19724 11690
"g2704" 46927 43887 42229 31812 40661 59933 38930 40938 61445 42816
"g2705" 74 45 25 101 39 33 56 91 27 36
"g2706" 2277 4946 3564 2677 2566 1749 2306 5824 5433 5062
"g2707" 130 22 188 320 197 113 172 398 19 49
"g2708" 284 251 391 459 351 216 351 277 449 279
"g2709" 1885 1337 1276 2935 2909 3994 2298 2867 3497 776
"g2710" 280 112 130 211 201 337 182 105 305 328
"g2711" 189 129 157 413 135 166 102 190 197 132
"g2712" 2212 2459 2926 2488 1417 1795 1512 2847 3884 1052
"g2713" 585 678 774 517 437 360 586 469 897 479
"g2714" 1133 1700 1345 975 1238 1370 1149 1520 1101 1494
"g2715" 9172 17073 5097 17416 6677 9030 13649 17343 7128 5801
"g2716" 662 1423 787 1354 396 155 437 638 382 59
"g2717" 5608 6306 5722 4543 4140 4767 4941 6967 9509 5504
"g2718" 215 285 210 371 123 238 497 527 485 238
"g2719" 21135 15508 21830 11735 16131 22693 15112 18768 30574 18270
"g2720" 8908 3656 2335 5724 3473 3240 5937 12172 9977 5847
"g2721" 1604 2049 1132 1144 1282 1747 1155 2132 2019 745
"g2722" 471 428 363 472 304 146 916 144 266 320
"g2723" 123 202 550 238 339 320 135 589 564 93
"g2724" 1340 1041 866 2117 1012 941 1554 1758 1411 873
"g2725" 8251 6745 6180 8243 4236 2928 9191 7787 8258 8952
"g2726" 3449 2320 1082 2475 1580 966 2475 2221 2519 1256
"g2727" 588 182 900 87 531 664 38 302 959 175
"g2728" 16 25 4 0 8 15 6 21 10 1
"g2729" 1883 2360 1371 1942 1331 933 987 2754 1291 1581
"g2730" 653 2267 1297 2600 866 1303 2286 2318 3742 939
"g2731" 1608 1413 1266 1292 1310 1136 1194 993 2918 182
"g2732" 682 332 809 152 355 683 541 335 992 343
"g2733" 79 92 87 84 119 61 257 113 116 80
"g2734" 1456 1334 380 1198 137 978 1180 438 514 941
"g2735" 103 89 79 65 142 139 37 157 106 65
"g2736" 231 129 190 107 105 79 94 211 328 231
"g2737" 17596 18887 15290 14791 9883 18102 14259 17886 19129 8740
"g2738" 1070 1057 902 1118 458 988 1125 1999 1524 618
"g2739" 19158 18757 18998 18800 18808 14153 13861 26537 15514 8548
"g2740" 277 464 48 286 153 374 207 187 685 113
"g2741" 3543 4703 2056 5182 3720 4989 4422 9525 6440 3456
"g2742" 1587 606 1337 452 551 594 937 1092 1176 422
"g2743" 12291 8685 11518 7324 7819 10943 7156 13000 9995 4812
"g2744" 204 107 270 87 333 255 196 69 78 63
"g2745" 18 169 74 43 54 9 10 76 43 5
"g2746" 0 296 1 9 4 0 0 0 9 30
"g2747" 358 295 319 620 155 466 226 205 321 178
"g2748" 72984 40498 55955 54428 35429 47796 41808 52305 79797 68492
"g2749" 30 7 14 20 13 10 17 25 11 14
"g2750" 294 186 308 335 279 252 223 238 196 206
"g2751" 115695 118266 85996 122379 95377 75208 44131 204642 121166 99188
"g2752" 18058 14860 9570 10185 10514 15107 7673 23166 10007 22744
"g2753" 578 42 150 24 7 23 179 0 28 39
"g2754" 56132 53930 35602 62322 44712 43893 37222 60988 82926 26884
"g2755" 6017 2833 6236 4081 6354 2802 2951 6641 4832 3371
"g2756" 34 2850 1854 1508 127 491 377 50 704 101
"g2757" 30 6 26 74 108 71 17 100 62 14
"g2758" 4546 5219 9116 8621 5102 7690 5443 6689 6560 5901
"g2759" 1499 1174 1219 1476 2023 1112 1481 2344 893 1026
"g2760" 5075 7186 6837 7876 5164 9527 5437 7860 9195 4919
"g2761" 36009 38437 25516 40046 26167 23661 28652 34977 43419 14196
"g2762" 1479 166 450 439 83 178 258 151 1076 200
"g2763" 169 50 52 256 35 5 34 23 8 1
"g2764" 1231 952 940 546 403 1536 243 544 1679 636
"g2765" 2234 1354 818 3474 2994 744 4920 1175 1076 1553
"g2766" 1639 813 871 735 754 870 418 1528 2139 703
"g2767" 57 59 40 74 102 67 2 69 29 51
"g2768" 19047 24746 26801 20167 19417 23224 21904 28927 30930 16336
"g2769" 254 102 64 110 89 140 279 17 159 287
"g2770" 148 101 104 108 84 116 47 187 131 64
"g2771" 1729 3584 4505 3499 3694 1146 1878 2029 2111 1337
"g2772" 193 84 114 103 64 68 61 187 245 52
"g2773" 372 421 223 363 132 101 182 249 262 101
"g2774" 353 1141 888 1047 212 110 952 2619 1513 395
"g2775" 22 20 38 51 14 51 36 106 45 28
"g2776" 3296 2144 2339 2575 2608 1862 2067 3610 2893 2264
"g2777" 3638 2636 4014 3485 1536 1187 2040 4649 5829 1595
"g2778" 18162 11512 11299 13063 11119 10335 9586 16128 14199 7540
"g2779" 344 3516 21 2818 899 298 2299 5457 322 5087
"g2780" 5544 5685 3648 5756 4627 6865 4042 7251 6505 3426
"g2781" 108787 110152 98858 107825 77085 101185 72732 140097 180243 86018
"g2782" 4474 5610 4864 4763 4966 3452 3371 4840 6696 3688
"g2783" 4227 5366 3999 5351 2494 4439 3019 4739 4642 3086
"g2784" 1928 1205 1381 2269 1179 1071 1664 2584 1208 1043
"g2785" 57 185 63 489 171 265 75 47 281 87
"g2786" 1504 2205 2060 3457 2028 1117 1221 3557 5884 2523
"g2787" 5827 4090 4845 6174 3081 3372 4924 5212 6513 3284
"g2788" 253 296 349 255 203 223 238 308 407 210
"g2789" 1789 1600 2255 1135 1134 1303 1319 2666 2374 790
"g2790" 4727 6132 3488 4158 3220 3866 4228 5515 4622 2799
"g2791" 5385 7107 4362 7646 3863 6442 3999 6279 5850 2873
"g2792" 138 93 66 90 59 73 47 57 117 76
"g2793" 6410 2678 1695 2513 2232 1202 4418 4383 8255 2471
"g2794" 22648 27205 20656 24721 15384 13988 12714 24417 26510 9547
"g2795" 11483 12687 8347 9365 10597 10531 9503 10630 14289 7015
"g2796" 2491 3182 3350 3136 2345 3420 4237 5649 4673 1744
"g2797" 37 37 54 2 2 7 6 24 22 6
"g2798" 29037 26373 20822 41985 23469 27984 23545 35352 50947 17827
"g2799" 182 95 176 91 61 107 40 74 110 91
"g2800" 6153 6658 5936 6729 4284 5187 6238 5696 4844 3144
"g2801" 38 72 157 74 97 114 97 96 148 34
"g2802" 2 21 145 200 2333 38 0 4031 4519 1246
"g2803" 210 903 838 5184 1356 1918 1678 3097 5221 1766
"g2804" 4770 3106 3842 2190 1865 3476 4644 5277 8021 2271
"g2805" 25913 36744 38742 48992 34331 62255 18801 61487 48044 33401
"g2806" 18 2 121 60 6 15 17 82 31 1
"g2807" 226 1627 1003 960 1622 1031 881 1691 1500 1598
"g2808" 10 7 11 20 14 0 0 1 68 15
"g2809" 103 62 62 54 42 31 91 71 86 33
"g2810" 13798 31600 9028 36075 14239 30392 19929 24157 22286 18502
"g2811" 87 87 157 93 193 112 155 296 419 218
"g2812" 8381 4852 3592 3409 12364 5052 6432 8977 6762 2334
"g2813" 2338 1932 3544 2587 4040 3513 1372 4357 1141 1598
"g2814" 587 400 65 425 553 373 299 423 483 609
"g2815" 2195 1628 3059 2432 1906 3057 3420 5212 3248 3033
"g2816" 4401 815 8393 3011 3923 4382 2381 3364 8915 1296
"g2817" 21 54 50 13 27 8 20 56 14 44
"g2818" 6512 17707 4542 749 6865 3165 7749 7701 8857 2233
"g2819" 2252 1670 1628 1213 1396 1685 1066 1424 2157 1326
"g2820" 2083 4127 5189 2026 1220 1877 1467 2921 4960 2285
"g2821" 61 28 155 164 144 7 226 34 132 117
"g2822" 6 19 23 0 0 1 0 2 21 105
"g2823" 173 385 233 307 96 179 103 313 325 83
"g2824" 762 215 55 124 319 368 69 3 12 29
"g2825" 13 0 32 0 36 7 3 1 1 24
"g2826" 175 99 135 84 94 57 96 362 260 98
"g2827" 9341 29740 16438 32552 2465 31284 5730 12924 39639 8635
"g2828" 889 2827 1330 752 1276 689 803 2324 905 733
"g2829" 939 2841 1028 3163 1244 2192 1627 3613 1516 1852
"g2830" 1058 1026 903 998 595 807 614 847 946 637
"g2831" 658 848 670 799 435 482 426 1508 912 505
"g2832" 489 67 472 391 399 188 238 197 319 171
"g2833" 17280 16960 5383 6866 7028 8198 9993 17999 14394 5061
"g2834" 28 10 4 62 5 8 19 185 39 1
"g2835" 12038 9702 7648 8433 10328 15333 7958 10455 9303 3406
"g2836" 12053 5310 2297 5612 8101 10254 2962 23361 12549 1242
"g2837" 4367 2069 2352 1607 1357 2005 1836 2596 2844 1530
"g2838" 2 31 8 29 52 75 34 127 3 1
"g2839" 651 792 609 737 739 437 827 1220 1113 568
"g2840" 7586 7701 9524 7335 4971 9077 10053 8114 11318 5271
"g2841" 10 379 109 16 3 227 55 553 28 13
"g2842" 108 93 238 1347 347 370 745 131 489 230
"g2843" 97 266 206 206 249 196 157 227 526 93
"g2844" 9186 7208 5552 6629 4445 5920 4919 8652 7798 3041
"g2845" 2142 1081 1083 800 812 2291 1719 712 2202 903
"g2846" 158 952 783 249 198 601 1109 691 735 170
"g2847" 4346 4464 4968 5020 2564 7370 3554 4111 7103 3312
"g2848" 47 17 29 18 22 28 18 16 21 24
"g2849" 2446 3912 3504 4749 4420 5060 5552 4949 6126 2063
"g2850" 14498 180575 73667 91649 108372 104912 39149 91316 234420 41834
"g2851" 132 603 445 271 430 644 600 208 879 121
"g2852" 564 433 300 545 306 435 452 798 664 547
"g2853" 4 4 165 263 44 298 140 646 197 212
"g2854" 9 28 19 46 8 5 19 5 9 23
"g2855" 231 175 188 175 176 143 174 102 177 92
"g2856" 2454 1505 1777 2337 2190 1328 1177 2496 3510 2507
"g2857" 23323 19008 15012 17636 16544 15776 16325 22994 24032 13990
"g2858" 50009 35843 59601 32619 57391 45384 40280 73105 71442 32221
"g2859" 1675 1853 688 1221 473 931 912 1655 1665 980
"g2860" 8039 4228 7125 5392 4090 5470 7127 4686 7595 963
"g2861" 2370 4726 2177 2062 1136 1354 2164 3014 3013 2691
"g2862" 10166 8986 10510 9105 9908 12791 8991 14836 9677 10203
"g2863" 533 605 1084 948 1035 1269 445 1434 852 1244
"g2864" 9561 11998 8241 8394 8375 8261 8006 12576 14917 8606
"g2865" 34262 36199 30920 31462 36565 33862 28669 33317 44851 11899
"g2866" 282 121 406 434 263 198 56 290 329 84
"g2867" 3632 3327 5174 3896 2965 4109 3880 2895 4026 4091
"g2868" 6697 15554 14771 13666 3885 4775 4141 15927 12485 4218
"g2869" 2603 1649 3025 2715 2085 2267 2360 2473 3561 2196
"g2870" 273 785 617 227 150 261 345 331 368 357
"g2871" 16716 22065 7618 7659 7345 7667 13171 12854 24070 8202
"g2872" 127 74 38 109 79 106 41 270 205 20
"g2873" 65294 51791 35839 49984 20287 35558 27123 43677 47717 24976
"g2874" 7889 8225 6626 6925 6498 6257 8379 10930 7862 5997
"g2875" 13862 19619 13506 16635 8921 13216 6479 16128 33204 11815
"g2876" 87 287 64 65 30 44 61 100 79 95
"g2877" 2950 3292 3570 1586 890 1256 3472 1985 2813 1157
"g2878" 26335 21239 14678 7663 7739 12324 11671 22875 15814 7075
"g2879" 4147 7631 1371 1421 2289 6207 5036 5787 3314 959
"g2880" 76 8 101 69 139 65 89 1 89 15
"g2881" 74 100 74 87 47 75 59 101 88 57
"g2882" 36 315 175 1227 494 164 340 422 243 12
"g2883" 5038 5899 7918 10745 4129 15290 2401 5402 5796 3298
"g2884" 5257 5189 2472 3958 3480 3754 3593 2858 3705 3552
"g2885" 54 49 17 58 74 109 33 18 81 9
"g2886" 5716 3307 2210 4352 3023 3925 3480 2605 4565 1600
"g2887" 28085 50563 17836 17872 38313 17257 29902 46031 33402 17532
"g2888" 828 1640 1143 566 2638 1717 709 2530 2006 1309
"g2889" 390 250 271 469 338 316 666 468 298 505
"g2890" 12456 12263 9400 5352 4913 8101 3645 19029 11193 13205
"g2891" 9288 8126 10519 8531 9451 6979 9885 9682 12642 6716
"g2892" 652 524 900 738 569 787 435 1172 681 651
"g2893" 7082 2184 3949 3235 3087 3716 10489 1663 1653 3469
"g2894" 611 2160 711 1317 1009 706 2114 1315 636 1045
"g2895" 9116 5680 5464 7082 5746 4343 6320 4871 12184 7547
"g2896" 294 8 2965 366 12 106 0 2 702 1
"g2897" 2140 1527 1754 3979 1091 3063 1363 3658 3069 2635
"g2898" 17 741 1402 155 858 1672 12 363 291 79
"g2899" 203 378 337 232 230 320 272 409 408 243
"g2900" 13639 14089 20207 8348 13385 16712 6379 16143 15432 11112
"g2901" 4330 3837 5890 7995 1615 2776 3837 7041 5059 4332
"g2902" 0 2 3 2 102 0 79 1 15 47
"g2903" 1057 1408 860 2271 948 2058 992 1554 1438 943
"g2904" 1184 1319 1495 1677 716 1647 1427 2764 1696 2004
"g2905" 74 11 6 106 79 42 6 32 71 4
"g2906" 31 0 3 37 39 404 79 51 275 0
"g2907" 328 445 459 508 430 487 65 1547 536 113
"g2908" 5716 4147 3394 5308 3508 4655 3900 5427 5225 2980
"g2909" 471 209 127 370 143 107 55 57 36 100
"g2910" 34517 22471 31015 14480 17983 26028 15040 25181 21503 19788
"g2911" 14329 9785 18559 18221 12173 12732 13230 16601 12641 9730
"g2912" 13530 8159 13123 5308 14317 13724 8250 9368 19692 6281
"g2913" 711 2500 1837 2244 1454 1342 1445 965 1138 837
"g2914" 2207 1883 2081 3118 1732 1642 658 2733 1814 594
"g2915" 52799 16396 36398 54467 31935 51852 51706 47923 54716 33091
"g2916" 3115 1722 3522 2244 815 2319 1457 4735 5218 1124
"g2917" 5908 5335 8697 8515 9674 7521 7864 9744 18458 5718
"g2918" 191 47 81 350 617 372 982 439 188 205
"g2919" 806 559 502 464 306 445 455 724 576 335
"g2920" 219 556 13 136 76 188 95 68 12 63
"g2921" 4565 3845 2119 2723 3302 6356 4722 1949 3830 1368
"g2922" 9558 8700 5216 5098 3259 4723 6815 5663 8347 6568
"g2923" 101 122 86 105 54 66 131 127 109 92
"g2924" 490 715 438 645 515 1039 339 989 1217 525
"g2925" 2726 3458 2240 1869 1426 2416 1873 3971 2857 1067
"g2926" 3517 3165 3167 4953 1401 2639 4150 4327 3044 2843
"g2927" 127 215 139 72 11 229 115 368 403 20
"g2928" 4071 3245 3865 5194 2367 3337 2231 4023 4252 2326
"g2929" 8583 19581 7288 13904 6906 8507 8165 13901 18329 8339
"g2930" 430 405 507 811 338 449 557 1348 720 365
"g2931" 206 173 126 254 67 6 32 46 466 254
"g2932" 3 20 42 13 237 19 7 27 46 81
"g2933" 13709 6955 6195 10239 5844 9822 6591 13095 17134 6033
"g2934" 72 116 351 71 4 152 223 276 368 201
"g2935" 369 55 143 415 170 284 241 545 412 30
"g2936" 23958 21357 20567 23985 23702 18305 12543 27904 20636 11475
"g2937" 34384 53549 47148 56735 33100 38778 39030 50897 35531 39889
